コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,2.14,2.233333,0,0,0,0,0,25.0,0.0,0.0
2,1,2.37,0.383333,0,0,0,0,0,NaN,NaN,NaN
4,2,2.59,0.366667,0,0,0,0,0,NaN,NaN,NaN
5,1,3.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
6,1,3.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
7,1,3.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
8,1,3.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
9,1,3.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
11,2,4.07,0.200000,0,0,0,0,0,NaN,NaN,NaN
12,1,4.18,0.183333,0,0,0,0,0,NaN,NaN,NaN
14,2,4.29,0.183333,0,0,0,0,0,NaN,NaN,NaN
15,1,4.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
16,1,4.45,0.083333,0,0,0,0,0,NaN,NaN,NaN
17,1,4.51,0.100000,0,0,0,0,0,NaN,NaN,NaN
19,2,5.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
20,1,5.14,0.200000,0,0,0,0,0,NaN,NaN,NaN
22,2,5.37,0.383333,0,0,0,0,0,NaN,NaN,NaN
24,2,5.59,0.366667,0,0,0,0,0,NaN,NaN,NaN
25,1,6.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
26,1,6.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
27,1,6.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
29,2,6.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
30,1,7.01,0.283333,0,0,0,0,0,NaN,NaN,NaN
31,1,7.07,0.100000,0,0,0,0,0,NaN,NaN,NaN
32,1,7.17,0.166667,0,0,0,0,0,NaN,NaN,NaN
34,2,7.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
35,1,7.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
36,1,7.45,0.083333,0,0,0,0,0,NaN,NaN,NaN
37,1,7.51,0.100000,0,0,0,0,0,NaN,NaN,NaN
39,2,8.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
40,1,8.26,0.400000,0,0,0,0,0,NaN,NaN,NaN
42,2,8.37,0.183333,0,0,0,0,0,NaN,NaN,NaN
43,1,8.47,0.166667,0,0,0,0,0,NaN,NaN,NaN
45,2,8.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
47,2,9.32,0.550000,0,0,0,0,0,NaN,NaN,NaN
49,2,9.56,0.400000,0,0,0,0,0,NaN,NaN,NaN
51,2,10.07,0.183333,0,0,0,0,0,NaN,NaN,NaN
53,2,10.17,0.166667,0,0,0,0,0,NaN,NaN,NaN
55,2,10.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
57,2,10.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
59,2,10.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
60,1,11.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
62,2,11.26,0.400000,0,0,0,0,0,NaN,NaN,NaN
64,2,11.36,0.166667,0,0,0,0,0,NaN,NaN,NaN
66,2,11.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
68,2,11.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
69,1,12.04,0.083333,0,0,0,0,0,NaN,NaN,NaN
70,1,12.10,0.100000,0,0,0,0,0,NaN,NaN,NaN
71,1,12.15,0.083333,0,0,0,0,0,NaN,NaN,NaN
73,2,12.21,0.100000,0,0,0,0,0,NaN,NaN,NaN
75,2,12.27,0.100000,0,0,0,0,0,NaN,NaN,NaN
77,2,12.32,0.083333,0,0,0,0,0,NaN,NaN,NaN
79,2,12.38,0.100000,0,0,0,0,0,NaN,NaN,NaN
81,2,12.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
83,2,12.50,0.083333,0,0,0,0,0,NaN,NaN,NaN
85,2,12.56,0.100000,0,0,0,0,0,NaN,NaN,NaN
87,2,13.01,0.083333,0,0,0,0,0,NaN,NaN,NaN
89,2,13.06,0.083333,0,0,0,0,0,NaN,NaN,NaN
91,2,13.12,0.100000,0,0,0,0,0,NaN,NaN,NaN
93,2,13.17,0.083333,0,0,0,0,0,NaN,NaN,NaN
95,2,13.23,0.100000,0,0,0,0,0,NaN,NaN,NaN
97,2,13.29,0.100000,0,0,0,0,0,NaN,NaN,NaN
99,2,14.26,0.950000,0,0,0,0,0,NaN,NaN,NaN
101,2,14.36,0.166667,0,0,0,0,0,NaN,NaN,NaN
103,2,14.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
105,2,14.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
106,1,15.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
108,2,15.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
110,2,15.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
111,1,15.45,0.216667,0,0,0,0,0,NaN,NaN,NaN
113,2,15.55,0.166667,0,0,0,0,0,NaN,NaN,NaN
115,2,16.06,0.183333,0,0,0,0,0,NaN,NaN,NaN
117,2,16.17,0.183333,0,0,0,0,0,NaN,NaN,NaN
118,1,16.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
119,1,16.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
120,1,16.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
121,1,17.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
122,1,17.25,0.383333,0,0,0,0,0,NaN,NaN,NaN
123,1,17.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
124,1,17.42,0.100000,0,0,0,0,0,NaN,NaN,NaN
126,2,17.47,0.083333,0,0,0,0,0,NaN,NaN,NaN
128,2,18.10,0.383333,0,0,0,0,0,NaN,NaN,NaN
130,2,18.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
132,2,18.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
134,2,18.45,0.216667,0,0,0,0,0,NaN,NaN,NaN
135,1,18.55,0.166667,0,0,0,0,0,NaN,NaN,NaN
136,1,19.00,0.083333,0,0,0,0,0,NaN,NaN,NaN
137,1,19.06,0.100000,0,0,0,0,0,NaN,NaN,NaN
139,2,19.17,0.183333,0,0,0,0,0,NaN,NaN,NaN
140,1,19.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
141,1,19.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
142,1,19.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
144,2,20.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
146,2,20.14,0.200000,0,0,0,0,0,NaN,NaN,NaN
148,2,20.25,0.183333,0,0,0,0,0,NaN,NaN,NaN
150,2,20.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
152,2,20.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
154,2,20.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
155,1,21.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
157,2,21.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
159,2,21.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
160,1,21.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
161,1,21.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
162,1,22.06,0.183333,0,0,0,0,0,NaN,NaN,NaN
163,1,22.17,0.183333,0,0,0,0,0,NaN,NaN,NaN
165,2,22.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
167,2,22.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
169,2,22.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
171,2,23.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
172,1,23.14,0.200000,0,0,0,0,0,NaN,NaN,NaN
174,2,23.25,0.183333,0,0,0,0,0,NaN,NaN,NaN
175,1,23.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
176,1,23.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
178,2,23.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
180,2,24.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
182,2,24.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
184,2,24.33,0.200000,0,0,0,0,0,NaN,NaN,NaN
186,2,24.44,0.183333,0,0,0,0,0,NaN,NaN,NaN
188,2,24.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
190,2,25.06,0.183333,0,0,0,0,0,NaN,NaN,NaN
192,2,25.17,0.183333,0,0,0,0,0,NaN,NaN,NaN
194,2,25.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
196,2,25.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
198,2,25.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
200,2,26.03,0.200000,0,0,0,0,0,NaN,NaN,NaN
202,2,26.14,0.183333,0,0,0,0,0,NaN,NaN,NaN
203,1,26.25,0.183333,0,0,0,0,0,NaN,NaN,NaN
205,2,26.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
206,1,26.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
207,1,26.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
208,1,27.21,0.366667,0,0,0,0,0,NaN,NaN,NaN
210,2,27.44,0.383333,0,0,0,0,0,NaN,NaN,NaN
211,1,28.06,0.366667,0,0,0,0,0,NaN,NaN,NaN
213,2,28.29,0.383333,0,0,0,0,0,NaN,NaN,NaN
214,1,29.36,1.116667,0,0,0,0,0,NaN,NaN,NaN
215,1,29.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
217,2,29.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
219,2,30.22,0.383333,0,0,0,0,0,NaN,NaN,NaN
220,1,30.33,0.183333,0,0,0,0,0,NaN,NaN,NaN
221,1,31.06,0.550000,0,0,0,0,0,NaN,NaN,NaN
222,1,31.29,0.383333,0,0,0,0,0,NaN,NaN,NaN
223,1,32.14,0.750000,0,0,0,0,0,NaN,NaN,NaN
224,1,32.36,0.366667,0,0,0,0,0,NaN,NaN,NaN
225,1,32.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
226,1,32.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
227,1,33.33,0.566667,0,0,0,0,0,NaN,NaN,NaN
228,1,34.06,0.550000,0,0,0,0,0,NaN,NaN,NaN
230,2,34.29,0.383333,0,0,0,0,0,NaN,NaN,NaN
232,2,34.52,0.383333,0,0,0,0,0,NaN,NaN,NaN
234,2,35.14,0.366667,0,0,0,0,0,NaN,NaN,NaN
236,2,35.36,0.366667,0,0,0,0,0,NaN,NaN,NaN
238,2,35.59,0.383333,0,0,0,0,0,NaN,NaN,NaN
240,2,37.06,1.116667,0,0,0,0,0,NaN,NaN,NaN
242,2,37.30,0.400000,0,0,0,0,0,NaN,NaN,NaN
244,2,37.52,0.366667,0,0,0,0,0,NaN,NaN,NaN
246,2,38.14,0.366667,0,0,0,0,0,NaN,NaN,NaN
247,1,38.25,0.183333,0,0,0,0,0,NaN,NaN,NaN
248,1,38.31,0.100000,0,0,0,0,0,NaN,NaN,NaN
249,1,38.36,0.083333,0,0,0,0,0,NaN,NaN,NaN
250,1,38.42,0.100000,0,0,0,0,0,NaN,NaN,NaN
251,1,38.47,0.083333,0,0,0,0,0,NaN,NaN,NaN
253,2,39.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
254,1,39.11,0.183333,0,0,0,0,0,NaN,NaN,NaN
255,1,39.21,0.166667,0,0,0,0,0,NaN,NaN,NaN
256,1,39.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
258,2,39.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
259,1,39.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
260,1,40.06,0.183333,0,0,0,0,0,NaN,NaN,NaN
261,1,40.17,0.183333,0,0,0,0,0,NaN,NaN,NaN
263,2,40.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
264,1,40.41,0.183333,0,0,0,0,0,NaN,NaN,NaN
265,1,40.51,0.166667,0,0,0,0,0,NaN,NaN,NaN
266,1,41.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
268,2,41.14,0.200000,0,0,0,0,0,NaN,NaN,NaN
269,1,41.25,0.183333,0,0,0,0,0,NaN,NaN,NaN
270,1,41.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
271,1,41.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
273,2,42.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
274,1,42.11,0.183333,0,0,0,0,0,NaN,NaN,NaN
276,2,42.21,0.166667,0,0,0,0,0,NaN,NaN,NaN
277,1,42.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
279,2,42.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
280,1,42.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
281,1,43.06,0.183333,0,0,0,0,0,NaN,NaN,NaN
283,2,43.30,0.400000,0,0,0,0,0,NaN,NaN,NaN
285,2,43.51,0.350000,0,0,0,0,0,NaN,NaN,NaN
287,2,44.14,0.383333,0,0,0,0,0,NaN,NaN,NaN
289,2,44.36,0.366667,0,0,0,0,0,NaN,NaN,NaN
290,1,44.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
292,2,45.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
293,1,45.10,0.166667,0,0,0,0,0,NaN,NaN,NaN
295,2,45.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
296,1,45.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
297,1,45.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
299,2,46.17,0.550000,0,0,0,0,0,NaN,NaN,NaN
300,1,46.40,0.383333,0,0,0,0,0,NaN,NaN,NaN
301,1,46.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
303,2,47.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
304,1,47.14,0.200000,0,0,0,0,0,NaN,NaN,NaN
305,1,47.25,0.183333,0,0,0,0,0,NaN,NaN,NaN
306,1,47.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
307,1,47.47,0.183333,0,0,0,0,0,NaN,NaN,NaN
308,1,47.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
309,1,48.05,0.100000,0,0,0,0,0,NaN,NaN,NaN
310,1,48.10,0.083333,0,0,0,0,0,NaN,NaN,NaN
311,1,48.16,0.100000,0,0,0,0,0,NaN,NaN,NaN
312,1,48.21,0.083333,0,0,0,0,0,NaN,NaN,NaN
313,1,48.27,0.100000,0,0,0,0,0,NaN,NaN,NaN
314,1,48.32,0.083333,0,0,0,0,0,NaN,NaN,NaN
315,1,48.38,0.100000,0,0,0,0,0,NaN,NaN,NaN
316,1,48.44,0.100000,0,0,0,0,0,NaN,NaN,NaN
317,1,48.49,0.083333,0,0,0,0,0,NaN,NaN,NaN
318,1,48.55,0.100000,0,0,0,0,0,NaN,NaN,NaN
319,1,49.01,0.100000,0,0,0,0,0,NaN,NaN,NaN
320,1,49.06,0.083333,0,0,0,0,0,NaN,NaN,NaN
321,1,49.13,0.116667,0,0,0,0,0,NaN,NaN,NaN
322,1,49.17,0.066667,0,0,0,0,0,NaN,NaN,NaN
323,1,49.24,0.116667,0,0,0,0,0,NaN,NaN,NaN
324,1,49.29,0.083333,0,0,0,0,0,NaN,NaN,NaN
325,1,49.35,0.100000,0,0,0,0,0,NaN,NaN,NaN
326,1,49.40,0.083333,0,0,0,0,0,NaN,NaN,NaN
327,1,49.46,0.100000,0,0,0,0,0,NaN,NaN,NaN
328,1,49.51,0.083333,0,0,0,0,0,NaN,NaN,NaN
329,1,49.57,0.100000,0,0,0,0,0,NaN,NaN,NaN
330,1,50.03,0.100000,0,0,0,0,0,NaN,NaN,NaN
331,1,50.08,0.083333,0,0,0,0,0,NaN,NaN,NaN
332,1,50.14,0.100000,0,0,0,0,0,NaN,NaN,NaN
333,1,50.19,0.083333,0,0,0,0,0,NaN,NaN,NaN
334,1,50.25,0.100000,0,0,0,0,0,NaN,NaN,NaN
335,1,50.31,0.100000,0,0,0,0,0,NaN,NaN,NaN
336,1,50.36,0.083333,0,0,0,0,0,NaN,NaN,NaN
337,1,50.43,0.116667,0,0,0,0,0,NaN,NaN,NaN
338,1,50.49,0.100000,0,0,0,0,0,NaN,NaN,NaN
339,1,50.54,0.083333,0,0,0,0,0,NaN,NaN,NaN
340,1,50.59,0.083333,0,0,0,0,0,NaN,NaN,NaN
341,1,51.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
342,1,51.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
344,2,51.33,0.200000,0,0,0,0,0,NaN,NaN,NaN
345,1,51.44,0.183333,0,0,0,0,0,NaN,NaN,NaN
346,1,51.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
348,2,52.06,0.183333,0,0,0,0,0,NaN,NaN,NaN
350,2,52.18,0.200000,0,0,0,0,0,NaN,NaN,NaN
351,1,52.40,0.366667,0,0,0,0,0,NaN,NaN,NaN
353,2,53.03,0.383333,0,0,0,0,0,NaN,NaN,NaN
355,2,53.25,0.366667,0,0,0,0,0,NaN,NaN,NaN
357,2,53.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
359,2,53.48,0.200000,0,0,0,0,0,NaN,NaN,NaN
360,1,53.59,0.183333,0,0,0,0,0,NaN,NaN,NaN
361,1,54.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
362,1,54.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
364,2,54.33,0.200000,0,0,0,0,0,NaN,NaN,NaN
365,1,54.44,0.183333,0,0,0,0,0,NaN,NaN,NaN
366,1,54.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
368,2,55.06,0.183333,0,0,0,0,0,NaN,NaN,NaN
370,2,55.18,0.200000,0,0,0,0,0,NaN,NaN,NaN
371,1,55.40,0.366667,0,0,0,0,0,NaN,NaN,NaN
373,2,56.03,0.383333,0,0,0,0,0,NaN,NaN,NaN
375,2,56.25,0.366667,0,0,0,0,0,NaN,NaN,NaN
377,2,56.37,0.200000,0,0,0,0,0,NaN,NaN,NaN
379,2,56.48,0.183333,0,0,0,0,0,NaN,NaN,NaN
380,1,56.59,0.183333,0,0,0,0,0,NaN,NaN,NaN
381,1,57.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
382,1,57.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
384,2,57.33,0.200000,0,0,0,0,0,NaN,NaN,NaN
385,1,57.44,0.183333,0,0,0,0,0,NaN,NaN,NaN
386,1,57.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
388,2,58.07,0.200000,0,0,0,0,0,NaN,NaN,NaN
390,2,58.18,0.183333,0,0,0,0,0,NaN,NaN,NaN
391,1,58.40,0.366667,0,0,0,0,0,NaN,NaN,NaN
393,2,59.03,0.383333,0,0,0,0,0,NaN,NaN,NaN
395,2,59.25,0.366667,0,0,0,0,0,NaN,NaN,NaN
397,2,59.37,0.200000,0,0,0,0,0,NaN,NaN,NaN
399,2,59.48,0.183333,0,0,0,0,0,NaN,NaN,NaN
401,2,59.59,0.183333,0,0,0,0,0,NaN,NaN,NaN
403,2,60.16,0.283333,0,0,0,0,0,NaN,NaN,NaN
405,2,60.33,0.283333,0,0,0,0,0,NaN,NaN,NaN
407,2,60.44,0.183333,0,0,0,0,0,NaN,NaN,NaN
409,2,61.02,0.300000,0,0,0,0,0,NaN,NaN,NaN
411,2,61.18,0.266667,0,0,0,0,0,NaN,NaN,NaN
413,2,61.29,0.183333,0,0,0,0,0,NaN,NaN,NaN
414,1,61.34,0.083333,0,0,0,0,0,NaN,NaN,NaN
416,2,61.40,0.100000,0,0,0,0,0,NaN,NaN,NaN
417,1,61.47,0.116667,0,0,0,0,0,NaN,NaN,NaN
419,2,61.51,0.066667,0,0,0,0,0,NaN,NaN,NaN
420,1,61.57,0.100000,0,0,0,0,0,NaN,NaN,NaN
422,2,62.03,0.100000,0,0,0,0,0,NaN,NaN,NaN
423,1,62.08,0.083333,0,0,0,0,0,NaN,NaN,NaN
425,2,62.14,0.100000,0,0,0,0,0,NaN,NaN,NaN
426,1,62.19,0.083333,0,0,0,0,0,NaN,NaN,NaN
428,2,62.26,0.116667,0,0,0,0,0,NaN,NaN,NaN
429,1,62.32,0.100000,0,0,0,0,0,NaN,NaN,NaN
431,2,62.37,0.083333,0,0,0,0,0,NaN,NaN,NaN
432,1,62.42,0.083333,0,0,0,0,0,NaN,NaN,NaN
434,2,62.48,0.100000,0,0,0,0,0,NaN,NaN,NaN
435,1,62.53,0.083333,0,0,0,0,0,NaN,NaN,NaN
437,2,62.59,0.100000,0,0,0,0,0,NaN,NaN,NaN
438,1,63.44,0.750000,0,0,0,0,0,NaN,NaN,NaN
439,1,63.49,0.083333,0,0,0,0,0,NaN,NaN,NaN
440,1,63.56,0.116667,0,0,0,0,0,NaN,NaN,NaN
441,1,64.01,0.083333,0,0,0,0,0,NaN,NaN,NaN
442,1,64.07,0.100000,0,0,0,0,0,NaN,NaN,NaN
443,1,64.12,0.083333,0,0,0,0,0,NaN,NaN,NaN
444,1,64.18,0.100000,0,0,0,0,0,NaN,NaN,NaN
445,1,64.23,0.083333,0,0,0,0,0,NaN,NaN,NaN
447,2,64.29,0.100000,0,0,0,0,0,NaN,NaN,NaN
448,1,64.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
450,2,64.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
451,1,65.03,0.200000,0,0,0,0,0,NaN,NaN,NaN
453,2,65.15,0.200000,0,0,0,0,0,NaN,NaN,NaN
454,1,65.26,0.183333,0,0,0,0,0,NaN,NaN,NaN
456,2,65.37,0.183333,0,0,0,0,0,NaN,NaN,NaN
457,1,65.48,0.183333,0,0,0,0,0,NaN,NaN,NaN
