コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,2.39,2.650000,0,0,0,0,0,26.0,0.0,0.0
3,2,3.05,0.433333,0,0,0,0,0,NaN,NaN,NaN
5,2,3.32,0.450000,0,0,0,0,0,NaN,NaN,NaN
7,2,3.45,0.216667,0,0,0,0,0,NaN,NaN,NaN
9,2,3.58,0.216667,0,0,0,0,0,NaN,NaN,NaN
11,2,4.11,0.216667,0,0,0,0,0,NaN,NaN,NaN
13,2,4.25,0.233333,0,0,0,0,0,NaN,NaN,NaN
15,2,4.51,0.433333,0,0,0,0,0,NaN,NaN,NaN
17,2,5.04,0.216667,0,0,0,0,0,NaN,NaN,NaN
19,2,5.18,0.233333,0,0,0,0,0,NaN,NaN,NaN
21,2,5.31,0.216667,0,0,0,0,0,NaN,NaN,NaN
23,2,5.44,0.216667,0,0,0,0,0,NaN,NaN,NaN
25,2,5.57,0.216667,0,0,0,0,0,NaN,NaN,NaN
27,2,6.10,0.216667,0,0,0,0,0,NaN,NaN,NaN
29,2,6.37,0.450000,0,0,0,0,0,NaN,NaN,NaN
31,2,6.50,0.216667,0,0,0,0,0,NaN,NaN,NaN
33,2,7.03,0.216667,0,0,0,0,0,NaN,NaN,NaN
35,2,7.17,0.233333,0,0,0,0,0,NaN,NaN,NaN
37,2,7.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
39,2,7.43,0.216667,0,0,0,0,0,NaN,NaN,NaN
41,2,7.56,0.216667,0,0,0,0,0,NaN,NaN,NaN
43,2,8.23,0.450000,0,0,0,0,0,NaN,NaN,NaN
45,2,8.36,0.216667,0,0,0,0,0,NaN,NaN,NaN
47,2,8.49,0.216667,0,0,0,0,0,NaN,NaN,NaN
49,2,9.09,0.333333,0,0,0,0,0,NaN,NaN,NaN
50,1,9.16,0.116667,0,0,0,0,0,NaN,NaN,NaN
52,2,9.29,0.216667,0,0,0,0,0,NaN,NaN,NaN
54,2,9.42,0.216667,0,0,0,0,0,NaN,NaN,NaN
56,2,10.09,0.450000,0,0,0,0,0,NaN,NaN,NaN
58,2,10.22,0.216667,0,0,0,0,0,NaN,NaN,NaN
60,2,10.35,0.216667,0,0,0,0,0,NaN,NaN,NaN
62,2,11.02,0.450000,0,0,0,0,0,NaN,NaN,NaN
64,2,11.15,0.216667,0,0,0,0,0,NaN,NaN,NaN
66,2,11.28,0.216667,0,0,0,0,0,NaN,NaN,NaN
68,2,11.55,0.450000,0,0,0,0,0,NaN,NaN,NaN
70,2,12.08,0.216667,0,0,0,0,0,NaN,NaN,NaN
72,2,12.21,0.216667,0,0,0,0,0,NaN,NaN,NaN
74,2,12.34,0.216667,0,0,0,0,0,NaN,NaN,NaN
76,2,12.48,0.233333,0,0,0,0,0,NaN,NaN,NaN
78,2,13.01,0.216667,0,0,0,0,0,NaN,NaN,NaN
80,2,13.14,0.216667,0,0,0,0,0,NaN,NaN,NaN
82,2,13.40,0.433333,0,0,0,0,0,NaN,NaN,NaN
84,2,13.54,0.233333,0,0,0,0,0,NaN,NaN,NaN
86,2,14.07,0.216667,0,0,0,0,0,NaN,NaN,NaN
88,2,14.33,0.433333,0,0,0,0,0,NaN,NaN,NaN
90,2,14.47,0.233333,0,0,0,0,0,NaN,NaN,NaN
92,2,15.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
94,2,15.13,0.216667,0,0,0,0,0,NaN,NaN,NaN
96,2,15.26,0.216667,0,0,0,0,0,NaN,NaN,NaN
98,2,15.53,0.450000,0,0,0,0,0,NaN,NaN,NaN
100,2,16.19,0.433333,0,0,0,0,0,NaN,NaN,NaN
102,2,16.46,0.450000,0,0,0,0,0,NaN,NaN,NaN
104,2,17.12,0.433333,0,0,0,0,0,NaN,NaN,NaN
105,1,17.25,0.216667,0,0,0,0,0,NaN,NaN,NaN
106,1,17.39,0.233333,0,0,0,0,0,NaN,NaN,NaN
107,1,17.45,0.100000,0,0,0,0,0,NaN,NaN,NaN
108,1,17.52,0.116667,0,0,0,0,0,NaN,NaN,NaN
109,1,17.58,0.100000,0,0,0,0,0,NaN,NaN,NaN
110,1,18.05,0.116667,0,0,0,0,0,NaN,NaN,NaN
111,1,18.12,0.116667,0,0,0,0,0,NaN,NaN,NaN
112,1,18.18,0.100000,0,0,0,0,0,NaN,NaN,NaN
113,1,18.25,0.116667,0,0,0,0,0,NaN,NaN,NaN
114,1,18.32,0.116667,0,0,0,0,0,NaN,NaN,NaN
116,2,18.58,0.433333,0,0,0,0,0,NaN,NaN,NaN
118,2,19.11,0.216667,0,0,0,0,0,NaN,NaN,NaN
120,2,19.25,0.233333,0,0,0,0,0,NaN,NaN,NaN
122,2,19.38,0.216667,0,0,0,0,0,NaN,NaN,NaN
123,1,19.44,0.100000,0,0,0,0,0,NaN,NaN,NaN
124,1,19.51,0.116667,0,0,0,0,0,NaN,NaN,NaN
125,1,19.58,0.116667,0,0,0,0,0,NaN,NaN,NaN
126,1,20.04,0.100000,0,0,0,0,0,NaN,NaN,NaN
127,1,20.11,0.116667,0,0,0,0,0,NaN,NaN,NaN
128,1,20.18,0.116667,0,0,0,0,0,NaN,NaN,NaN
130,2,20.44,0.433333,0,0,0,0,0,NaN,NaN,NaN
132,2,21.10,0.433333,0,0,0,0,0,NaN,NaN,NaN
133,1,21.24,0.233333,0,0,0,0,0,NaN,NaN,NaN
134,1,21.30,0.100000,0,0,0,0,0,NaN,NaN,NaN
135,1,21.37,0.116667,0,0,0,0,0,NaN,NaN,NaN
136,1,21.43,0.100000,0,0,0,0,0,NaN,NaN,NaN
137,1,21.50,0.116667,0,0,0,0,0,NaN,NaN,NaN
138,1,21.57,0.116667,0,0,0,0,0,NaN,NaN,NaN
139,1,22.03,0.100000,0,0,0,0,0,NaN,NaN,NaN
140,1,22.10,0.116667,0,0,0,0,0,NaN,NaN,NaN
142,2,22.17,0.116667,0,0,0,0,0,NaN,NaN,NaN
144,2,22.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
146,2,22.43,0.216667,0,0,0,0,0,NaN,NaN,NaN
148,2,22.56,0.216667,0,0,0,0,0,NaN,NaN,NaN
149,1,23.10,0.233333,0,0,0,0,0,NaN,NaN,NaN
150,1,23.16,0.100000,0,0,0,0,0,NaN,NaN,NaN
151,1,23.23,0.116667,0,0,0,0,0,NaN,NaN,NaN
152,1,23.29,0.100000,0,0,0,0,0,NaN,NaN,NaN
153,1,23.36,0.116667,0,0,0,0,0,NaN,NaN,NaN
154,1,23.43,0.116667,0,0,0,0,0,NaN,NaN,NaN
155,1,23.49,0.100000,0,0,0,0,0,NaN,NaN,NaN
156,1,23.56,0.116667,0,0,0,0,0,NaN,NaN,NaN
158,2,24.03,0.116667,0,0,0,0,0,NaN,NaN,NaN
160,2,24.16,0.216667,0,0,0,0,0,NaN,NaN,NaN
162,2,24.29,0.216667,0,0,0,0,0,NaN,NaN,NaN
164,2,24.42,0.216667,0,0,0,0,0,NaN,NaN,NaN
166,2,24.55,0.216667,0,0,0,0,0,NaN,NaN,NaN
168,2,25.09,0.233333,0,0,0,0,0,NaN,NaN,NaN
169,1,25.15,0.100000,0,0,0,0,0,NaN,NaN,NaN
170,1,25.22,0.116667,0,0,0,0,0,NaN,NaN,NaN
171,1,25.28,0.100000,0,0,0,0,0,NaN,NaN,NaN
172,1,25.35,0.116667,0,0,0,0,0,NaN,NaN,NaN
174,2,25.42,0.116667,0,0,0,0,0,NaN,NaN,NaN
175,1,25.55,0.216667,0,0,0,0,0,NaN,NaN,NaN
177,2,26.02,0.116667,0,0,0,0,0,NaN,NaN,NaN
179,2,26.15,0.216667,0,0,0,0,0,NaN,NaN,NaN
181,2,26.28,0.216667,0,0,0,0,0,NaN,NaN,NaN
183,2,26.41,0.216667,0,0,0,0,0,NaN,NaN,NaN
184,1,26.48,0.116667,0,0,0,0,0,NaN,NaN,NaN
185,1,26.55,0.116667,0,0,0,0,0,NaN,NaN,NaN
186,1,27.01,0.100000,0,0,0,0,0,NaN,NaN,NaN
187,1,27.08,0.116667,0,0,0,0,0,NaN,NaN,NaN
188,1,27.14,0.100000,0,0,0,0,0,NaN,NaN,NaN
189,1,27.21,0.116667,0,0,0,0,0,NaN,NaN,NaN
191,2,27.28,0.116667,0,0,0,0,0,NaN,NaN,NaN
192,1,27.41,0.216667,0,0,0,0,0,NaN,NaN,NaN
194,2,27.47,0.100000,0,0,0,0,0,NaN,NaN,NaN
196,2,28.01,0.233333,0,0,0,0,0,NaN,NaN,NaN
198,2,28.14,0.216667,0,0,0,0,0,NaN,NaN,NaN
199,1,28.40,0.433333,0,0,0,0,0,NaN,NaN,NaN
200,1,28.47,0.116667,0,0,0,0,0,NaN,NaN,NaN
201,1,28.54,0.116667,0,0,0,0,0,NaN,NaN,NaN
202,1,29.00,0.100000,0,0,0,0,0,NaN,NaN,NaN
203,1,29.07,0.116667,0,0,0,0,0,NaN,NaN,NaN
204,1,29.13,0.100000,0,0,0,0,0,NaN,NaN,NaN
205,1,29.20,0.116667,0,0,0,0,0,NaN,NaN,NaN
206,1,29.27,0.116667,0,0,0,0,0,NaN,NaN,NaN
207,1,29.33,0.100000,0,0,0,0,0,NaN,NaN,NaN
209,2,29.47,0.233333,0,0,0,0,0,NaN,NaN,NaN
211,2,30.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
212,1,30.06,0.100000,0,0,0,0,0,NaN,NaN,NaN
213,1,30.13,0.116667,0,0,0,0,0,NaN,NaN,NaN
214,1,30.20,0.116667,0,0,0,0,0,NaN,NaN,NaN
215,1,30.26,0.100000,0,0,0,0,0,NaN,NaN,NaN
216,1,30.33,0.116667,0,0,0,0,0,NaN,NaN,NaN
217,1,30.40,0.116667,0,0,0,0,0,NaN,NaN,NaN
218,1,30.46,0.100000,0,0,0,0,0,NaN,NaN,NaN
219,1,30.53,0.116667,0,0,0,0,0,NaN,NaN,NaN
220,1,30.59,0.100000,0,0,0,0,0,NaN,NaN,NaN
221,1,31.06,0.116667,0,0,0,0,0,NaN,NaN,NaN
223,2,31.19,0.216667,0,0,0,0,0,NaN,NaN,NaN
225,2,31.46,0.450000,0,0,0,0,0,NaN,NaN,NaN
227,2,32.12,0.433333,0,0,0,0,0,NaN,NaN,NaN
228,1,32.19,0.116667,0,0,0,0,0,NaN,NaN,NaN
230,2,32.25,0.100000,0,0,0,0,0,NaN,NaN,NaN
231,1,32.32,0.116667,0,0,0,0,0,NaN,NaN,NaN
233,2,32.39,0.116667,0,0,0,0,0,NaN,NaN,NaN
235,2,32.45,0.100000,0,0,0,0,0,NaN,NaN,NaN
236,1,32.58,0.216667,0,0,0,0,0,NaN,NaN,NaN
238,2,33.05,0.116667,0,0,0,0,0,NaN,NaN,NaN
240,2,33.32,0.450000,0,0,0,0,0,NaN,NaN,NaN
242,2,33.45,0.216667,0,0,0,0,0,NaN,NaN,NaN
243,1,33.51,0.100000,0,0,0,0,0,NaN,NaN,NaN
244,1,33.58,0.116667,0,0,0,0,0,NaN,NaN,NaN
245,1,34.05,0.116667,0,0,0,0,0,NaN,NaN,NaN
246,1,34.11,0.100000,0,0,0,0,0,NaN,NaN,NaN
247,1,34.18,0.116667,0,0,0,0,0,NaN,NaN,NaN
248,1,34.25,0.116667,0,0,0,0,0,NaN,NaN,NaN
249,1,34.31,0.100000,0,0,0,0,0,NaN,NaN,NaN
251,2,34.38,0.116667,0,0,0,0,0,NaN,NaN,NaN
252,1,34.44,0.100000,0,0,0,0,0,NaN,NaN,NaN
254,2,34.51,0.116667,0,0,0,0,0,NaN,NaN,NaN
256,2,35.18,0.450000,0,0,0,0,0,NaN,NaN,NaN
257,1,35.44,0.433333,0,0,0,0,0,NaN,NaN,NaN
259,2,35.51,0.116667,0,0,0,0,0,NaN,NaN,NaN
260,1,36.04,0.216667,0,0,0,0,0,NaN,NaN,NaN
262,2,36.10,0.100000,0,0,0,0,0,NaN,NaN,NaN
264,2,36.37,0.450000,0,0,0,0,0,NaN,NaN,NaN
265,1,36.50,0.216667,0,0,0,0,0,NaN,NaN,NaN
266,1,36.57,0.116667,0,0,0,0,0,NaN,NaN,NaN
267,1,37.03,0.100000,0,0,0,0,0,NaN,NaN,NaN
269,2,37.10,0.116667,0,0,0,0,0,NaN,NaN,NaN
270,1,37.17,0.116667,0,0,0,0,0,NaN,NaN,NaN
272,2,37.23,0.100000,0,0,0,0,0,NaN,NaN,NaN
273,1,37.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
275,2,37.36,0.100000,0,0,0,0,0,NaN,NaN,NaN
276,1,37.43,0.116667,0,0,0,0,0,NaN,NaN,NaN
278,2,37.50,0.116667,0,0,0,0,0,NaN,NaN,NaN
279,1,37.56,0.100000,0,0,0,0,0,NaN,NaN,NaN
281,2,38.03,0.116667,0,0,0,0,0,NaN,NaN,NaN
282,1,38.16,0.216667,0,0,0,0,0,NaN,NaN,NaN
284,2,38.23,0.116667,0,0,0,0,0,NaN,NaN,NaN
285,1,38.49,0.433333,0,0,0,0,0,NaN,NaN,NaN
286,1,38.56,0.116667,0,0,0,0,0,NaN,NaN,NaN
288,2,39.03,0.116667,0,0,0,0,0,NaN,NaN,NaN
289,1,39.09,0.100000,0,0,0,0,0,NaN,NaN,NaN
291,2,39.16,0.116667,0,0,0,0,0,NaN,NaN,NaN
292,1,39.22,0.100000,0,0,0,0,0,NaN,NaN,NaN
294,2,39.29,0.116667,0,0,0,0,0,NaN,NaN,NaN
295,1,39.36,0.116667,0,0,0,0,0,NaN,NaN,NaN
297,2,39.42,0.100000,0,0,0,0,0,NaN,NaN,NaN
299,2,40.09,0.450000,0,0,0,0,0,NaN,NaN,NaN
301,2,40.22,0.216667,0,0,0,0,0,NaN,NaN,NaN
302,1,40.35,0.216667,0,0,0,0,0,NaN,NaN,NaN
304,2,40.42,0.116667,0,0,0,0,0,NaN,NaN,NaN
305,1,40.48,0.100000,0,0,0,0,0,NaN,NaN,NaN
307,2,40.55,0.116667,0,0,0,0,0,NaN,NaN,NaN
