コンボ数,ノーツ
1,2
2,1
3,1
4,1
5,2
6,1
7,2
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,1
29,0
30,0
31,0
32,0
33,0
34,1
35,1
36,0
37,1
38,0
39,0
40,0
41,0
42,0
43,1
44,0
45,0
46,0
47,0
48,0
49,1
50,0
51,0
52,0
53,0
54,0
55,1
56,0
57,0
58,0
59,0
60,0
61,1
62,0
63,1
64,1
65,1
66,0
67,0
68,0
69,0
70,0
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,0
81,0
82,0
83,1
84,1
85,0
86,0
87,1
88,1
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,1
106,0
107,0
108,1
109,0
110,0
111,1
112,0
113,0
114,1
115,1
116,0
117,2
118,0
119,2
120,0
121,2
122,1
123,2
124,2
125,2
126,0
127,2
128,1
129,2
130,2
131,2
132,0
133,2
134,1
135,2
136,2
137,2
138,0
139,1
140,0
141,0
142,0
143,2
144,0
145,2
146,0
147,2
148,0
149,2
150,0
151,0
152,2
153,2
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,2
162,1
163,1
164,2
165,1
166,1
167,2
168,1
169,0
170,0
171,2
172,0
173,2
174,1
175,2
176,2
177,2
178,0
179,2
180,1
181,2
182,2
183,2
184,0
185,2
186,1
187,2
188,2
189,2
190,0
191,2
192,1
193,0
194,0
195,0
196,2
197,2
198,0
199,2
200,0
201,2
202,0
203,0
204,0
205,2
206,0
207,2
208,0
209,0
210,0
211,0
212,0
213,0
214,1
215,2
216,1
217,1
218,2
219,1
220,1
221,2
222,0
223,0
224,0
225,2
226,2
227,2
228,2
229,1
230,0
231,2
232,0
233,2
234,1
235,0
236,2
237,0
238,2
239,1
240,0
241,2
242,0
243,2
244,0
245,2
246,2
247,2
248,2
249,0
250,2
251,0
252,2
253,2
254,2
255,2
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,0
277,0
278,0
279,2
280,0
281,2
282,0
283,1
284,2
285,2
286,2
287,0
288,2
289,2
290,1
291,2
292,2
293,2
294,0
295,1
296,2
297,2
298,2
299,0
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,2
308,2
309,2
310,2
311,0
312,0
313,2
314,0
315,2
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,1
328,1
329,1
330,1
331,1
332,1
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,1
366,1
367,1
368,1
369,0
370,2
371,1
372,2
373,1
374,1
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,1
409,0
410,1
411,1
412,0
413,1
414,1
415,2
416,1
417,2
418,0
419,2
420,0
421,2
422,2
423,2
424,2
425,0
426,2
427,2
428,0
429,2
430,2
431,2
432,2
433,0
434,2
435,2
436,0
437,2
438,2
439,2
440,2
441,0
442,2
443,2
444,2
445,2
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,2
460,2
461,0
462,2
463,2
464,0
465,2
466,2
467,0
468,2
469,2
470,0
471,0
472,2
473,0
474,0
475,2
476,0
477,2
478,0
479,0
480,2
481,0
482,0
483,2
484,0
485,2
486,2
487,0
488,2
489,2
490,0
491,2
492,2
493,0
494,2
495,1
496,0
497,0
498,1
499,1
500,0
501,1
502,0
503,1
504,1
505,2
506,0
507,2
508,0
509,0
510,2
511,0
512,2
513,1
514,0
515,2
516,2
517,0
518,1
519,0
520,2
521,2
522,0
523,1
524,0
525,2
526,2
527,0
528,2
529,0
530,2
531,2
532,2
533,2
534,0
535,0
536,0
537,2
538,0
539,2
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,0
560,2
561,0
562,2
563,2
564,0
565,2
566,0
567,1
568,2
569,2
570,2
571,0
572,2
573,2
574,1
575,2
576,2
577,2
578,0
579,1
580,2
581,2
582,2
583,0
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,0
596,2
597,0
598,2
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,1
611,1
612,1
613,1
614,1
615,1
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,2
638,0
639,0
640,2
641,2
642,0
643,2
644,2
645,0
646,2
647,2
648,0
649,0
650,2
651,0
652,0
653,0
654,0
655,1
656,2
657,1
658,2
659,1
660,1
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,2
684,0
685,2
686,2
687,0
688,2
689,2
690,0
691,2
692,2
693,0
694,2
695,0
696,0
697,0
698,0
699,0
700,2
701,1
702,2
703,1
704,2
705,0
706,2
707,0
708,0
709,0
710,2
711,0
712,2
713,0
714,2
715,0
716,2
717,0
718,2
719,0
720,2
721,0
722,0
723,2
724,0
725,2
726,0
727,2
728,0
729,2
730,0
731,0
732,2
733,2
734,2
735,2
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,0
747,2
748,0
749,2
750,2
751,2
752,0
753,0
754,2
755,0
756,2
757,2
758,2
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,2
773,0
774,2
775,0
776,2
777,0
778,2
779,2
780,0
781,2
782,0
783,2
784,0
785,2
786,0
787,0
788,0
789,0
790,0
791,0
792,2
793,1
794,2
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,0
804,0
805,0
806,2
807,0
808,0
809,2
810,0
811,0
812,2
813,0
814,0
815,2
816,2
817,0
818,2
819,0
820,2
821,0
822,0
823,0
824,2
825,0
826,0
827,0
828,0
829,0
830,2
831,0
832,2
833,2
834,0
835,2
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,2
866,0
867,0
868,0
869,2
870,2
871,0
872,0
873,0
874,2
875,2
876,0
877,2
878,2
879,0
880,2
881,2
882,0
883,2
884,2
885,0
886,2
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,2
915,2
916,2
917,2
918,0
919,2
920,0
921,2
922,2
923,0
924,1
925,1
926,2
927,1
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,1
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,0
1035,0
1036,0
1037,1
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
