コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,0
41,2
42,2
43,2
44,0
45,0
46,0
47,2
48,2
49,0
50,2
51,0
52,0
53,2
54,0
55,2
56,2
57,0
58,2
59,2
60,0
61,0
62,2
63,0
64,0
65,2
66,0
67,0
68,2
69,0
70,0
71,0
72,0
73,2
74,0
75,0
76,2
77,0
78,0
79,2
80,0
81,2
82,0
83,0
84,2
85,0
86,0
87,2
88,0
89,2
90,0
91,0
92,0
93,0
94,0
95,2
96,2
97,0
98,2
99,2
100,0
101,0
102,0
103,2
104,2
105,0
106,2
107,0
108,0
109,2
110,0
111,2
112,2
113,0
114,2
115,2
116,0
117,0
118,2
119,0
120,0
121,2
122,0
123,0
124,2
125,0
126,0
127,0
128,2
129,1
130,0
131,0
132,2
133,0
134,0
135,0
136,2
137,1
138,2
139,2
140,0
141,0
142,2
143,0
144,2
145,1
146,1
147,1
148,1
149,2
150,0
151,0
152,0
153,2
154,0
155,2
156,2
157,0
158,0
159,0
160,2
161,2
162,0
163,2
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,2
172,0
173,2
174,2
175,0
176,2
177,0
178,0
179,0
180,2
181,0
182,0
183,0
184,2
185,0
186,0
187,0
188,0
189,2
190,0
191,0
192,2
193,0
194,0
195,2
196,0
197,2
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,2
208,0
209,0
210,0
211,0
212,2
213,2
214,0
215,2
216,2
217,0
218,0
219,0
220,0
221,2
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,2
231,0
232,2
233,2
234,0
235,2
236,0
237,0
238,0
239,2
240,0
241,0
242,0
243,2
244,0
245,0
246,0
247,2
248,1
249,0
250,0
251,2
252,0
253,0
254,0
255,1
256,2
257,0
258,2
259,0
260,0
261,2
262,0
263,2
264,1
265,1
266,1
267,1
268,2
269,1
270,0
271,1
272,1
273,1
274,1
275,0
276,0
277,0
278,0
