コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,2
10,2
11,2
12,0
13,0
14,0
15,0
16,2
17,0
18,2
19,0
20,0
21,0
22,2
23,2
24,2
25,2
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,2
43,0
44,2
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,2
64,1
65,1
66,2
67,1
68,0
69,1
70,1
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,2
81,0
82,0
83,2
84,0
85,1
86,0
87,0
88,1
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,2
97,1
98,1
99,2
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,2
117,0
118,0
119,2
120,0
121,1
122,1
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,2
141,0
142,2
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,2
152,0
153,2
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,2
162,0
163,0
164,2
165,0
166,1
167,0
168,0
169,1
170,0
171,0
172,1
173,0
174,2
175,0
176,2
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,2
185,0
186,2
187,0
188,0
189,0
190,0
191,0
192,1
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,1
201,0
202,1
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,1
212,0
213,1
214,1
215,0
216,1
217,1
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,1
235,1
236,0
237,1
238,1
239,1
240,0
241,0
242,1
243,1
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,2
257,0
258,2
259,2
260,2
261,2
262,0
263,2
264,2
265,0
266,0
267,2
268,0
269,0
270,2
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
