コンボ数,ノーツ
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,0
19,1
20,0
21,0
22,1
23,0
24,1
25,0
26,1
27,0
28,0
29,1
30,0
31,1
32,0
33,1
34,0
35,0
36,1
37,0
38,0
39,1
40,0
41,0
42,1
43,0
44,1
45,0
46,1
47,0
48,0
49,1
50,0
51,1
52,0
53,1
54,0
55,0
56,1
57,0
58,0
59,1
60,0
61,0
62,1
63,0
64,1
65,0
66,0
67,1
68,1
69,1
70,1
71,1
72,1
73,0
74,0
75,1
76,0
77,0
78,1
79,1
80,0
81,0
82,1
83,0
84,0
85,1
86,0
87,1
88,0
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,2
106,1
107,1
108,1
109,1
110,1
111,1
112,2
113,2
114,2
115,0
116,2
117,2
118,1
119,2
120,2
121,0
122,1
123,2
124,1
125,1
126,2
127,1
128,1
129,1
130,2
131,1
132,2
133,2
134,0
135,2
136,2
137,1
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,0
155,0
156,1
157,1
158,1
159,1
160,0
161,1
162,1
163,1
164,1
165,1
166,1
167,2
168,1
169,1
170,1
171,1
172,1
173,2
174,2
175,0
176,2
177,2
178,1
179,2
180,2
181,0
182,2
183,1
184,2
185,1
186,1
187,1
188,2
189,1
190,1
191,1
192,2
193,2
194,0
195,2
196,2
197,1
198,2
199,2
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,0
216,0
217,1
218,1
219,1
220,0
221,1
222,1
223,1
224,1
225,1
226,1
227,2
228,1
229,2
230,1
231,2
232,1
233,1
234,1
235,2
236,1
237,1
238,1
239,1
240,2
241,1
242,1
243,2
244,1
245,0
246,1
247,0
248,1
249,1
250,1
251,0
252,1
253,1
254,2
255,1
256,2
257,1
258,1
259,1
260,1
261,1
262,2
263,1
264,2
265,2
266,2
