コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,2
15,2
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,2
25,0
26,2
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,2
56,0
57,2
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,2
68,2
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,2
78,0
79,2
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,1
135,0
136,1
137,0
138,1
139,2
140,1
141,2
142,1
143,0
144,1
145,0
146,1
147,0
148,2
149,1
150,2
151,1
152,0
153,0
154,1
155,1
156,0
157,2
158,0
159,2
160,0
161,0
162,1
163,2
164,1
165,2
166,0
167,0
168,0
169,1
170,0
171,0
172,0
173,1
174,1
175,2
176,0
177,2
178,1
179,0
180,0
181,0
182,1
183,0
184,0
185,0
186,1
187,2
188,1
189,2
190,0
191,1
192,0
193,0
194,0
195,1
196,0
197,0
198,0
199,1
200,1
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,1
211,1
212,0
213,1
214,0
215,0
216,0
217,1
218,0
219,0
220,0
221,1
222,1
223,2
224,0
225,2
226,1
227,0
228,0
229,0
230,1
231,0
232,0
233,0
234,1
235,2
236,1
237,2
238,0
239,1
240,0
241,0
242,0
243,1
244,0
245,0
246,0
247,1
248,1
249,1
250,1
251,1
252,0
253,1
254,1
255,1
256,1
257,1
258,2
259,1
260,2
261,1
262,1
263,1
264,2
265,1
266,1
267,1
268,1
269,2
270,2
271,0
272,2
273,2
274,1
275,1
276,1
277,2
278,1
