コンボ数,ノーツ
1,0
2,0
3,0
4,2
5,2
6,2
7,2
8,0
9,0
10,0
11,0
12,0
13,2
14,0
15,2
16,0
17,2
18,2
19,2
20,2
21,0
22,0
23,0
24,2
25,2
26,2
27,2
28,2
29,0
30,2
31,0
32,2
33,2
34,2
35,2
36,0
37,0
38,0
39,0
40,0
41,2
42,1
43,2
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,0
55,0
56,0
57,2
58,2
59,2
60,0
61,2
62,0
63,0
64,0
65,0
66,2
67,2
68,0
69,0
70,2
71,2
72,2
73,0
74,2
75,0
76,2
77,0
78,2
79,2
80,2
81,2
82,2
83,0
84,0
85,2
86,2
87,2
88,0
89,2
90,0
91,0
92,0
93,0
94,2
95,2
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,2
128,0
129,2
130,0
131,0
132,2
133,2
134,0
135,0
136,2
137,2
138,2
139,2
140,0
141,2
142,0
143,2
144,2
145,2
146,2
147,0
148,2
149,2
150,2
151,2
152,0
153,2
154,2
155,0
156,2
157,2
158,2
159,2
160,2
161,0
162,0
163,2
164,0
165,2
166,2
167,0
168,0
169,0
170,2
171,0
172,2
173,0
174,0
175,0
176,0
177,0
178,2
179,0
180,2
181,0
182,0
183,2
184,2
185,0
186,2
187,0
188,2
189,2
190,0
191,2
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,0
219,2
220,2
221,2
222,2
223,0
224,0
225,2
226,0
227,2
228,0
229,2
230,2
231,0
232,0
233,2
234,0
235,2
236,0
237,2
238,2
239,0
240,0
241,2
242,0
243,2
244,0
245,2
246,2
247,0
248,0
249,1
250,0
251,1
252,1
253,1
254,0
255,2
256,0
257,2
258,2
259,2
260,0
261,1
262,1
263,0
264,1
265,0
266,1
267,2
268,2
269,2
270,0
271,2
272,0
273,0
274,0
275,0
276,0
277,2
278,0
