コンボ数,ノーツ
1,1
2,2
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,2
11,1
12,2
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,2
21,1
22,2
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,2
31,1
32,2
33,1
34,1
35,1
36,1
37,2
38,1
39,1
40,2
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,2
49,1
50,2
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,2
59,1
60,2
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,2
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,0
83,1
84,0
85,0
86,0
87,0
88,0
89,1
90,0
91,0
92,0
93,1
94,0
95,1
96,0
97,1
98,0
99,0
100,0
101,0
102,1
103,0
104,0
105,0
106,1
107,0
108,1
109,0
110,1
111,0
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,1
120,0
121,1
122,0
123,1
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,2
140,0
141,2
142,2
143,0
144,2
145,2
146,2
147,2
148,0
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,0
160,0
161,1
162,2
163,0
164,0
165,0
166,0
167,2
168,2
169,0
170,2
171,2
172,0
173,2
174,2
175,0
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,0
188,0
189,2
190,1
191,0
192,0
193,0
194,0
195,2
196,0
197,2
198,2
199,0
200,2
201,2
202,2
203,2
204,0
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,0
216,0
217,1
218,2
219,0
220,0
221,0
222,0
223,2
224,2
225,0
226,2
227,2
228,0
229,2
230,2
231,0
232,2
233,0
234,2
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,1
244,0
245,0
246,1
247,0
248,1
249,1
250,0
251,1
252,0
253,0
254,1
255,0
256,1
257,1
258,0
259,0
260,0
261,0
262,0
263,1
264,1
265,0
266,0
267,0
268,1
269,0
270,0
271,1
272,0
273,0
274,1
275,0
276,0
277,2
278,1
279,1
280,1
281,2
282,1
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,2
295,0
296,2
297,0
298,0
299,0
300,0
301,0
302,1
303,2
304,1
305,2
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,2
318,0
319,0
320,2
321,0
322,0
323,0
324,0
325,2
326,1
327,2
328,1
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,2
341,0
342,2
343,0
344,0
345,0
346,0
347,0
348,1
349,2
350,1
351,2
352,2
353,1
354,1
355,2
356,2
357,1
358,2
359,1
360,2
361,1
362,1
363,2
364,2
365,1
366,2
367,1
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,2
378,1
379,1
380,1
381,1
382,2
383,1
384,1
385,1
386,1
387,2
388,1
389,1
390,2
391,1
392,1
393,2
394,1
395,1
396,1
397,2
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,1
406,2
407,0
408,2
409,2
410,2
411,2
412,2
413,2
414,0
415,2
416,2
417,2
418,2
419,0
420,2
421,0
422,2
423,0
424,2
425,0
426,0
427,0
428,2
429,2
430,2
431,2
432,0
433,2
434,2
435,0
436,0
437,0
438,2
439,0
440,0
441,2
442,2
443,0
444,2
445,2
446,2
447,0
448,0
449,0
450,2
451,0
452,2
453,0
454,0
455,0
456,0
457,0
458,0
459,2
460,0
461,2
462,0
463,0
464,2
465,0
466,2
467,2
468,0
469,2
470,2
471,0
472,2
473,0
474,0
475,2
476,0
477,0
478,2
479,2
480,0
481,2
482,0
483,0
484,0
485,0
486,0
487,0
488,2
489,0
490,2
491,2
492,0
493,2
494,1
495,0
496,0
497,0
498,0
499,0
500,0
501,1
502,0
503,0
504,0
505,1
506,0
507,0
508,0
509,2
510,0
511,2
512,2
513,2
514,2
515,2
516,0
517,2
518,0
519,2
520,0
521,0
522,0
523,2
524,0
525,2
526,2
527,0
528,2
529,0
530,0
531,0
532,0
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,1
541,1
542,2
543,1
544,1
545,2
546,0
547,0
548,0
549,1
550,0
551,0
552,0
553,2
554,0
555,2
556,2
557,0
558,0
559,2
560,2
561,0
562,0
563,2
