コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,3.59,3.983333,0,0,0,0,0,27.0,0.0,0.0
2,1,4.13,0.233333,0,0,0,0,0,NaN,NaN,NaN
3,1,4.27,0.233333,0,0,0,0,0,NaN,NaN,NaN
4,1,4.55,0.466667,0,0,0,0,0,NaN,NaN,NaN
5,1,5.09,0.233333,0,0,0,0,0,NaN,NaN,NaN
6,1,5.23,0.233333,0,0,0,0,0,NaN,NaN,NaN
7,1,6.06,0.716667,0,0,0,0,0,NaN,NaN,NaN
8,1,6.20,0.233333,0,0,0,0,0,NaN,NaN,NaN
10,2,6.48,0.466667,0,0,0,0,0,NaN,NaN,NaN
11,1,7.02,0.233333,0,0,0,0,0,NaN,NaN,NaN
13,2,7.16,0.233333,0,0,0,0,0,NaN,NaN,NaN
14,1,7.44,0.466667,0,0,0,0,0,NaN,NaN,NaN
15,1,7.58,0.233333,0,0,0,0,0,NaN,NaN,NaN
16,1,8.12,0.233333,0,0,0,0,0,NaN,NaN,NaN
17,1,8.40,0.466667,0,0,0,0,0,NaN,NaN,NaN
18,1,8.54,0.233333,0,0,0,0,0,NaN,NaN,NaN
20,2,9.08,0.233333,0,0,0,0,0,NaN,NaN,NaN
22,2,11.01,1.883333,0,0,0,0,0,NaN,NaN,NaN
24,2,11.15,0.233333,0,0,0,0,0,NaN,NaN,NaN
26,2,11.43,0.466667,0,0,0,0,0,NaN,NaN,NaN
27,1,12.11,0.466667,0,0,0,0,0,NaN,NaN,NaN
28,1,12.16,0.083333,0,0,0,0,0,NaN,NaN,NaN
29,1,12.20,0.066667,0,0,0,0,0,NaN,NaN,NaN
30,1,12.25,0.083333,0,0,0,0,0,NaN,NaN,NaN
31,1,12.32,0.116667,0,0,0,0,0,NaN,NaN,NaN
32,1,12.39,0.116667,0,0,0,0,0,NaN,NaN,NaN
33,1,12.53,0.233333,0,0,0,0,0,NaN,NaN,NaN
35,2,13.07,0.233333,0,0,0,0,0,NaN,NaN,NaN
37,2,13.21,0.233333,0,0,0,0,0,NaN,NaN,NaN
38,1,13.35,0.233333,0,0,0,0,0,NaN,NaN,NaN
39,1,13.43,0.133333,0,0,0,0,0,NaN,NaN,NaN
41,2,13.57,0.233333,0,0,0,0,0,NaN,NaN,NaN
42,1,14.04,0.116667,0,0,0,0,0,NaN,NaN,NaN
44,2,14.18,0.233333,0,0,0,0,0,NaN,NaN,NaN
45,1,14.25,0.116667,0,0,0,0,0,NaN,NaN,NaN
47,2,14.39,0.233333,0,0,0,0,0,NaN,NaN,NaN
48,1,14.46,0.116667,0,0,0,0,0,NaN,NaN,NaN
49,1,14.53,0.116667,0,0,0,0,0,NaN,NaN,NaN
51,2,15.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
53,2,15.14,0.233333,0,0,0,0,0,NaN,NaN,NaN
54,1,15.28,0.233333,0,0,0,0,0,NaN,NaN,NaN
55,1,15.35,0.116667,0,0,0,0,0,NaN,NaN,NaN
57,2,15.49,0.233333,0,0,0,0,0,NaN,NaN,NaN
58,1,15.56,0.116667,0,0,0,0,0,NaN,NaN,NaN
60,2,16.10,0.233333,0,0,0,0,0,NaN,NaN,NaN
61,1,16.17,0.116667,0,0,0,0,0,NaN,NaN,NaN
63,2,16.31,0.233333,0,0,0,0,0,NaN,NaN,NaN
64,1,16.38,0.116667,0,0,0,0,0,NaN,NaN,NaN
65,1,16.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
67,2,16.52,0.116667,0,0,0,0,0,NaN,NaN,NaN
69,2,17.06,0.233333,0,0,0,0,0,NaN,NaN,NaN
70,1,17.20,0.233333,0,0,0,0,0,NaN,NaN,NaN
71,1,17.27,0.116667,0,0,0,0,0,NaN,NaN,NaN
73,2,17.42,0.250000,0,0,0,0,0,NaN,NaN,NaN
74,1,17.49,0.116667,0,0,0,0,0,NaN,NaN,NaN
76,2,18.03,0.233333,0,0,0,0,0,NaN,NaN,NaN
77,1,18.10,0.116667,0,0,0,0,0,NaN,NaN,NaN
79,2,18.24,0.233333,0,0,0,0,0,NaN,NaN,NaN
80,1,18.31,0.116667,0,0,0,0,0,NaN,NaN,NaN
81,1,18.38,0.116667,0,0,0,0,0,NaN,NaN,NaN
83,2,18.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
85,2,18.59,0.233333,0,0,0,0,0,NaN,NaN,NaN
86,1,19.13,0.233333,0,0,0,0,0,NaN,NaN,NaN
87,1,19.20,0.116667,0,0,0,0,0,NaN,NaN,NaN
89,2,19.34,0.233333,0,0,0,0,0,NaN,NaN,NaN
91,2,19.41,0.116667,0,0,0,0,0,NaN,NaN,NaN
92,1,19.46,0.083333,0,0,0,0,0,NaN,NaN,NaN
93,1,19.50,0.066667,0,0,0,0,0,NaN,NaN,NaN
94,1,19.55,0.083333,0,0,0,0,0,NaN,NaN,NaN
95,1,20.02,0.116667,0,0,0,0,0,NaN,NaN,NaN
97,2,20.09,0.116667,0,0,0,0,0,NaN,NaN,NaN
98,1,20.16,0.116667,0,0,0,0,0,NaN,NaN,NaN
99,1,20.23,0.116667,0,0,0,0,0,NaN,NaN,NaN
100,1,20.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
102,2,20.37,0.116667,0,0,0,0,0,NaN,NaN,NaN
104,2,20.51,0.233333,0,0,0,0,0,NaN,NaN,NaN
106,2,21.05,0.233333,0,0,0,0,0,NaN,NaN,NaN
107,1,21.12,0.116667,0,0,0,0,0,NaN,NaN,NaN
108,1,21.20,0.133333,0,0,0,0,0,NaN,NaN,NaN
109,1,21.27,0.116667,0,0,0,0,0,NaN,NaN,NaN
111,2,21.34,0.116667,0,0,0,0,0,NaN,NaN,NaN
113,2,21.48,0.233333,0,0,0,0,0,NaN,NaN,NaN
114,1,21.55,0.116667,0,0,0,0,0,NaN,NaN,NaN
115,1,22.02,0.116667,0,0,0,0,0,NaN,NaN,NaN
116,1,22.09,0.116667,0,0,0,0,0,NaN,NaN,NaN
118,2,22.16,0.116667,0,0,0,0,0,NaN,NaN,NaN
120,2,22.23,0.116667,0,0,0,0,0,NaN,NaN,NaN
122,2,22.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
124,2,22.44,0.233333,0,0,0,0,0,NaN,NaN,NaN
126,2,22.58,0.233333,0,0,0,0,0,NaN,NaN,NaN
127,1,23.05,0.116667,0,0,0,0,0,NaN,NaN,NaN
128,1,23.12,0.116667,0,0,0,0,0,NaN,NaN,NaN
129,1,23.19,0.116667,0,0,0,0,0,NaN,NaN,NaN
131,2,23.26,0.116667,0,0,0,0,0,NaN,NaN,NaN
133,2,23.40,0.233333,0,0,0,0,0,NaN,NaN,NaN
134,1,23.47,0.116667,0,0,0,0,0,NaN,NaN,NaN
135,1,23.54,0.116667,0,0,0,0,0,NaN,NaN,NaN
136,1,24.01,0.116667,0,0,0,0,0,NaN,NaN,NaN
138,2,24.08,0.116667,0,0,0,0,0,NaN,NaN,NaN
140,2,24.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
142,2,24.22,0.116667,0,0,0,0,0,NaN,NaN,NaN
144,2,24.36,0.233333,0,0,0,0,0,NaN,NaN,NaN
146,2,24.50,0.233333,0,0,0,0,0,NaN,NaN,NaN
147,1,24.58,0.133333,0,0,0,0,0,NaN,NaN,NaN
148,1,25.05,0.116667,0,0,0,0,0,NaN,NaN,NaN
149,1,25.12,0.116667,0,0,0,0,0,NaN,NaN,NaN
151,2,25.19,0.116667,0,0,0,0,0,NaN,NaN,NaN
153,2,25.33,0.233333,0,0,0,0,0,NaN,NaN,NaN
154,1,25.40,0.116667,0,0,0,0,0,NaN,NaN,NaN
155,1,25.47,0.116667,0,0,0,0,0,NaN,NaN,NaN
156,1,25.54,0.116667,0,0,0,0,0,NaN,NaN,NaN
158,2,26.01,0.116667,0,0,0,0,0,NaN,NaN,NaN
160,2,26.08,0.116667,0,0,0,0,0,NaN,NaN,NaN
162,2,26.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
164,2,27.11,0.933333,0,0,0,0,0,NaN,NaN,NaN
165,1,27.16,0.083333,0,0,0,0,0,NaN,NaN,NaN
166,1,27.20,0.066667,0,0,0,0,0,NaN,NaN,NaN
167,1,27.25,0.083333,0,0,0,0,0,NaN,NaN,NaN
168,1,27.32,0.116667,0,0,0,0,0,NaN,NaN,NaN
169,1,27.39,0.116667,0,0,0,0,0,NaN,NaN,NaN
170,1,27.53,0.233333,0,0,0,0,0,NaN,NaN,NaN
172,2,28.07,0.233333,0,0,0,0,0,NaN,NaN,NaN
174,2,28.21,0.233333,0,0,0,0,0,NaN,NaN,NaN
176,2,28.35,0.233333,0,0,0,0,0,NaN,NaN,NaN
178,2,28.50,0.250000,0,0,0,0,0,NaN,NaN,NaN
180,2,29.04,0.233333,0,0,0,0,0,NaN,NaN,NaN
182,2,29.18,0.233333,0,0,0,0,0,NaN,NaN,NaN
184,2,29.32,0.233333,0,0,0,0,0,NaN,NaN,NaN
186,2,29.46,0.233333,0,0,0,0,0,NaN,NaN,NaN
188,2,30.00,0.233333,0,0,0,0,0,NaN,NaN,NaN
190,2,30.14,0.233333,0,0,0,0,0,NaN,NaN,NaN
192,2,30.28,0.233333,0,0,0,0,0,NaN,NaN,NaN
194,2,30.42,0.233333,0,0,0,0,0,NaN,NaN,NaN
196,2,30.49,0.116667,0,0,0,0,0,NaN,NaN,NaN
198,2,30.56,0.116667,0,0,0,0,0,NaN,NaN,NaN
200,2,31.10,0.233333,0,0,0,0,0,NaN,NaN,NaN
202,2,31.24,0.233333,0,0,0,0,0,NaN,NaN,NaN
204,2,31.38,0.233333,0,0,0,0,0,NaN,NaN,NaN
206,2,31.52,0.233333,0,0,0,0,0,NaN,NaN,NaN
208,2,32.06,0.233333,0,0,0,0,0,NaN,NaN,NaN
210,2,32.13,0.116667,0,0,0,0,0,NaN,NaN,NaN
212,2,32.20,0.116667,0,0,0,0,0,NaN,NaN,NaN
213,1,32.35,0.250000,0,0,0,0,0,NaN,NaN,NaN
214,1,32.42,0.116667,0,0,0,0,0,NaN,NaN,NaN
216,2,32.49,0.116667,0,0,0,0,0,NaN,NaN,NaN
218,2,33.03,0.233333,0,0,0,0,0,NaN,NaN,NaN
220,2,33.10,0.116667,0,0,0,0,0,NaN,NaN,NaN
222,2,33.17,0.116667,0,0,0,0,0,NaN,NaN,NaN
223,1,33.31,0.233333,0,0,0,0,0,NaN,NaN,NaN
224,1,33.38,0.116667,0,0,0,0,0,NaN,NaN,NaN
