コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,1.12,1.200000,0,0,0,0,0,28.0,0.0,0.0
3,2,1.36,0.400000,0,0,0,0,0,NaN,NaN,NaN
4,1,1.42,0.100000,0,0,0,0,0,NaN,NaN,NaN
5,1,1.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
6,1,1.59,0.100000,0,0,0,0,0,NaN,NaN,NaN
8,2,2.11,0.200000,0,0,0,0,0,NaN,NaN,NaN
9,1,2.23,0.200000,0,0,0,0,0,NaN,NaN,NaN
11,2,2.35,0.200000,0,0,0,0,0,NaN,NaN,NaN
13,2,2.47,0.200000,0,0,0,0,0,NaN,NaN,NaN
15,2,2.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
16,1,3.10,0.183333,0,0,0,0,0,NaN,NaN,NaN
17,1,3.16,0.100000,0,0,0,0,0,NaN,NaN,NaN
18,1,3.28,0.200000,0,0,0,0,0,NaN,NaN,NaN
19,1,3.34,0.100000,0,0,0,0,0,NaN,NaN,NaN
21,2,3.46,0.200000,0,0,0,0,0,NaN,NaN,NaN
22,1,3.58,0.200000,0,0,0,0,0,NaN,NaN,NaN
24,2,4.10,0.200000,0,0,0,0,0,NaN,NaN,NaN
26,2,4.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
28,2,4.33,0.200000,0,0,0,0,0,NaN,NaN,NaN
29,1,4.45,0.200000,0,0,0,0,0,NaN,NaN,NaN
30,1,4.51,0.100000,0,0,0,0,0,NaN,NaN,NaN
31,1,5.03,0.200000,0,0,0,0,0,NaN,NaN,NaN
32,1,5.09,0.100000,0,0,0,0,0,NaN,NaN,NaN
34,2,5.21,0.200000,0,0,0,0,0,NaN,NaN,NaN
35,1,5.33,0.200000,0,0,0,0,0,NaN,NaN,NaN
37,2,5.44,0.183333,0,0,0,0,0,NaN,NaN,NaN
39,2,5.56,0.200000,0,0,0,0,0,NaN,NaN,NaN
41,2,6.08,0.200000,0,0,0,0,0,NaN,NaN,NaN
43,2,6.14,0.100000,0,0,0,0,0,NaN,NaN,NaN
45,2,6.32,0.300000,0,0,0,0,0,NaN,NaN,NaN
47,2,6.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
49,2,6.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
51,2,7.07,0.200000,0,0,0,0,0,NaN,NaN,NaN
53,2,7.19,0.200000,0,0,0,0,0,NaN,NaN,NaN
54,1,7.31,0.200000,0,0,0,0,0,NaN,NaN,NaN
55,1,7.55,0.400000,0,0,0,0,0,NaN,NaN,NaN
57,2,8.01,0.100000,0,0,0,0,0,NaN,NaN,NaN
58,1,8.12,0.183333,0,0,0,0,0,NaN,NaN,NaN
60,2,8.18,0.100000,0,0,0,0,0,NaN,NaN,NaN
62,2,8.30,0.200000,0,0,0,0,0,NaN,NaN,NaN
64,2,8.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
65,1,8.48,0.100000,0,0,0,0,0,NaN,NaN,NaN
67,2,8.54,0.100000,0,0,0,0,0,NaN,NaN,NaN
68,1,9.00,0.100000,0,0,0,0,0,NaN,NaN,NaN
70,2,9.06,0.100000,0,0,0,0,0,NaN,NaN,NaN
72,2,9.18,0.200000,0,0,0,0,0,NaN,NaN,NaN
73,1,9.29,0.183333,0,0,0,0,0,NaN,NaN,NaN
75,2,9.35,0.100000,0,0,0,0,0,NaN,NaN,NaN
76,1,9.47,0.200000,0,0,0,0,0,NaN,NaN,NaN
78,2,9.53,0.100000,0,0,0,0,0,NaN,NaN,NaN
80,2,10.05,0.200000,0,0,0,0,0,NaN,NaN,NaN
82,2,10.17,0.200000,0,0,0,0,0,NaN,NaN,NaN
83,1,10.23,0.100000,0,0,0,0,0,NaN,NaN,NaN
85,2,10.29,0.100000,0,0,0,0,0,NaN,NaN,NaN
86,1,10.34,0.083333,0,0,0,0,0,NaN,NaN,NaN
88,2,10.40,0.100000,0,0,0,0,0,NaN,NaN,NaN
90,2,10.52,0.200000,0,0,0,0,0,NaN,NaN,NaN
91,1,11.04,0.200000,0,0,0,0,0,NaN,NaN,NaN
93,2,11.10,0.100000,0,0,0,0,0,NaN,NaN,NaN
94,1,11.22,0.200000,0,0,0,0,0,NaN,NaN,NaN
96,2,11.28,0.100000,0,0,0,0,0,NaN,NaN,NaN
98,2,11.40,0.200000,0,0,0,0,0,NaN,NaN,NaN
100,2,11.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
101,1,11.57,0.100000,0,0,0,0,0,NaN,NaN,NaN
103,2,12.03,0.100000,0,0,0,0,0,NaN,NaN,NaN
104,1,12.09,0.100000,0,0,0,0,0,NaN,NaN,NaN
106,2,12.15,0.100000,0,0,0,0,0,NaN,NaN,NaN
108,2,12.27,0.200000,0,0,0,0,0,NaN,NaN,NaN
110,2,12.33,0.100000,0,0,0,0,0,NaN,NaN,NaN
112,2,12.51,0.300000,0,0,0,0,0,NaN,NaN,NaN
113,1,12.57,0.100000,0,0,0,0,0,NaN,NaN,NaN
115,2,13.03,0.100000,0,0,0,0,0,NaN,NaN,NaN
116,1,13.08,0.083333,0,0,0,0,0,NaN,NaN,NaN
118,2,13.14,0.100000,0,0,0,0,0,NaN,NaN,NaN
119,1,13.20,0.100000,0,0,0,0,0,NaN,NaN,NaN
121,2,13.26,0.100000,0,0,0,0,0,NaN,NaN,NaN
122,1,13.32,0.100000,0,0,0,0,0,NaN,NaN,NaN
124,2,13.38,0.100000,0,0,0,0,0,NaN,NaN,NaN
126,2,13.44,0.100000,0,0,0,0,0,NaN,NaN,NaN
128,2,13.50,0.100000,0,0,0,0,0,NaN,NaN,NaN
130,2,13.56,0.100000,0,0,0,0,0,NaN,NaN,NaN
132,2,14.14,0.300000,0,0,0,0,0,NaN,NaN,NaN
133,1,14.25,0.183333,0,0,0,0,0,NaN,NaN,NaN
135,2,14.37,0.200000,0,0,0,0,0,NaN,NaN,NaN
136,1,14.49,0.200000,0,0,0,0,0,NaN,NaN,NaN
137,1,14.55,0.100000,0,0,0,0,0,NaN,NaN,NaN
138,1,15.07,0.200000,0,0,0,0,0,NaN,NaN,NaN
139,1,15.13,0.100000,0,0,0,0,0,NaN,NaN,NaN
141,2,15.25,0.200000,0,0,0,0,0,NaN,NaN,NaN
143,2,15.36,0.183333,0,0,0,0,0,NaN,NaN,NaN
145,2,15.48,0.200000,0,0,0,0,0,NaN,NaN,NaN
146,1,16.00,0.200000,0,0,0,0,0,NaN,NaN,NaN
147,1,16.12,0.200000,0,0,0,0,0,NaN,NaN,NaN
149,2,16.24,0.200000,0,0,0,0,0,NaN,NaN,NaN
150,1,16.30,0.100000,0,0,0,0,0,NaN,NaN,NaN
151,1,16.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
152,1,16.48,0.100000,0,0,0,0,0,NaN,NaN,NaN
154,2,16.59,0.183333,0,0,0,0,0,NaN,NaN,NaN
155,1,17.11,0.200000,0,0,0,0,0,NaN,NaN,NaN
157,2,17.23,0.200000,0,0,0,0,0,NaN,NaN,NaN
158,1,17.35,0.200000,0,0,0,0,0,NaN,NaN,NaN
160,2,17.47,0.200000,0,0,0,0,0,NaN,NaN,NaN
162,2,17.59,0.200000,0,0,0,0,0,NaN,NaN,NaN
163,1,18.04,0.083333,0,0,0,0,0,NaN,NaN,NaN
165,2,18.16,0.200000,0,0,0,0,0,NaN,NaN,NaN
166,1,18.22,0.100000,0,0,0,0,0,NaN,NaN,NaN
168,2,18.34,0.200000,0,0,0,0,0,NaN,NaN,NaN
169,1,18.46,0.200000,0,0,0,0,0,NaN,NaN,NaN
171,2,18.58,0.200000,0,0,0,0,0,NaN,NaN,NaN
172,1,19.10,0.200000,0,0,0,0,0,NaN,NaN,NaN
174,2,19.21,0.183333,0,0,0,0,0,NaN,NaN,NaN
175,1,19.33,0.200000,0,0,0,0,0,NaN,NaN,NaN
176,1,19.39,0.100000,0,0,0,0,0,NaN,NaN,NaN
177,1,19.45,0.100000,0,0,0,0,0,NaN,NaN,NaN
178,1,19.51,0.100000,0,0,0,0,0,NaN,NaN,NaN
179,1,19.57,0.100000,0,0,0,0,0,NaN,NaN,NaN
181,2,20.09,0.200000,0,0,0,0,0,NaN,NaN,NaN
183,2,20.21,0.200000,0,0,0,0,0,NaN,NaN,NaN
185,2,20.32,0.183333,0,0,0,0,0,NaN,NaN,NaN
186,1,20.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
188,2,20.56,0.200000,0,0,0,0,0,NaN,NaN,NaN
189,1,21.08,0.200000,0,0,0,0,0,NaN,NaN,NaN
190,1,21.14,0.100000,0,0,0,0,0,NaN,NaN,NaN
191,1,21.26,0.200000,0,0,0,0,0,NaN,NaN,NaN
192,1,21.32,0.100000,0,0,0,0,0,NaN,NaN,NaN
194,2,21.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
196,2,21.55,0.183333,0,0,0,0,0,NaN,NaN,NaN
198,2,22.07,0.200000,0,0,0,0,0,NaN,NaN,NaN
199,1,22.19,0.200000,0,0,0,0,0,NaN,NaN,NaN
200,1,22.31,0.200000,0,0,0,0,0,NaN,NaN,NaN
202,2,22.43,0.200000,0,0,0,0,0,NaN,NaN,NaN
203,1,22.49,0.100000,0,0,0,0,0,NaN,NaN,NaN
204,1,23.01,0.200000,0,0,0,0,0,NaN,NaN,NaN
205,1,23.06,0.083333,0,0,0,0,0,NaN,NaN,NaN
207,2,23.18,0.200000,0,0,0,0,0,NaN,NaN,NaN
208,1,23.30,0.200000,0,0,0,0,0,NaN,NaN,NaN
210,2,23.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
212,2,23.54,0.200000,0,0,0,0,0,NaN,NaN,NaN
214,2,24.06,0.200000,0,0,0,0,0,NaN,NaN,NaN
216,2,24.17,0.183333,0,0,0,0,0,NaN,NaN,NaN
218,2,24.23,0.100000,0,0,0,0,0,NaN,NaN,NaN
220,2,24.29,0.100000,0,0,0,0,0,NaN,NaN,NaN
221,1,24.35,0.100000,0,0,0,0,0,NaN,NaN,NaN
223,2,24.41,0.100000,0,0,0,0,0,NaN,NaN,NaN
225,2,25.17,0.600000,0,0,0,0,0,NaN,NaN,NaN
227,2,25.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
229,2,25.40,0.183333,0,0,0,0,0,NaN,NaN,NaN
231,2,25.52,0.200000,0,0,0,0,0,NaN,NaN,NaN
232,1,25.58,0.100000,0,0,0,0,0,NaN,NaN,NaN
233,1,26.04,0.100000,0,0,0,0,0,NaN,NaN,NaN
235,2,26.16,0.200000,0,0,0,0,0,NaN,NaN,NaN
237,2,26.28,0.200000,0,0,0,0,0,NaN,NaN,NaN
239,2,26.40,0.200000,0,0,0,0,0,NaN,NaN,NaN
241,2,26.51,0.183333,0,0,0,0,0,NaN,NaN,NaN
242,1,27.03,0.200000,0,0,0,0,0,NaN,NaN,NaN
243,1,27.15,0.200000,0,0,0,0,0,NaN,NaN,NaN
245,2,27.27,0.200000,0,0,0,0,0,NaN,NaN,NaN
246,1,27.33,0.100000,0,0,0,0,0,NaN,NaN,NaN
248,2,27.39,0.100000,0,0,0,0,0,NaN,NaN,NaN
250,2,27.45,0.100000,0,0,0,0,0,NaN,NaN,NaN
252,2,27.51,0.100000,0,0,0,0,0,NaN,NaN,NaN
254,2,28.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
256,2,28.14,0.200000,0,0,0,0,0,NaN,NaN,NaN
258,2,28.26,0.200000,0,0,0,0,0,NaN,NaN,NaN
260,2,28.38,0.200000,0,0,0,0,0,NaN,NaN,NaN
262,2,28.50,0.200000,0,0,0,0,0,NaN,NaN,NaN
264,2,29.02,0.200000,0,0,0,0,0,NaN,NaN,NaN
265,1,29.08,0.100000,0,0,0,0,0,NaN,NaN,NaN
267,2,29.14,0.100000,0,0,0,0,0,NaN,NaN,NaN
