コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,1.39,1.650000,0,0,0,0,0,28.0,0.0,0.0
2,1,1.49,0.166667,0,0,0,0,0,NaN,NaN,NaN
4,2,1.59,0.166667,0,0,0,0,0,NaN,NaN,NaN
5,1,2.04,0.083333,0,0,0,0,0,NaN,NaN,NaN
6,1,2.09,0.083333,0,0,0,0,0,NaN,NaN,NaN
8,2,2.19,0.166667,0,0,0,0,0,NaN,NaN,NaN
9,1,2.24,0.083333,0,0,0,0,0,NaN,NaN,NaN
10,1,2.29,0.083333,0,0,0,0,0,NaN,NaN,NaN
11,1,2.39,0.166667,0,0,0,0,0,NaN,NaN,NaN
13,2,2.49,0.166667,0,0,0,0,0,NaN,NaN,NaN
14,1,2.59,0.166667,0,0,0,0,0,NaN,NaN,NaN
15,1,3.04,0.083333,0,0,0,0,0,NaN,NaN,NaN
16,1,3.09,0.083333,0,0,0,0,0,NaN,NaN,NaN
18,2,3.19,0.166667,0,0,0,0,0,NaN,NaN,NaN
19,1,3.29,0.166667,0,0,0,0,0,NaN,NaN,NaN
20,1,3.34,0.083333,0,0,0,0,0,NaN,NaN,NaN
21,1,3.39,0.083333,0,0,0,0,0,NaN,NaN,NaN
22,1,3.44,0.083333,0,0,0,0,0,NaN,NaN,NaN
24,2,3.49,0.083333,0,0,0,0,0,NaN,NaN,NaN
25,1,3.59,0.166667,0,0,0,0,0,NaN,NaN,NaN
26,1,4.09,0.166667,0,0,0,0,0,NaN,NaN,NaN
28,2,4.19,0.166667,0,0,0,0,0,NaN,NaN,NaN
29,1,4.24,0.083333,0,0,0,0,0,NaN,NaN,NaN
30,1,4.29,0.083333,0,0,0,0,0,NaN,NaN,NaN
31,1,4.34,0.083333,0,0,0,0,0,NaN,NaN,NaN
33,2,4.39,0.083333,0,0,0,0,0,NaN,NaN,NaN
34,1,4.49,0.166667,0,0,0,0,0,NaN,NaN,NaN
36,2,4.59,0.166667,0,0,0,0,0,NaN,NaN,NaN
37,1,5.04,0.083333,0,0,0,0,0,NaN,NaN,NaN
