コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
2,2,3.00,3.000000,0,0,0,0,0,25.0,0.0,0.0
3,1,3.15,0.250000,0,0,0,0,0,NaN,NaN,NaN
4,1,3.23,0.133333,0,0,0,0,0,NaN,NaN,NaN
5,1,3.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
6,1,3.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
7,1,4.00,0.250000,0,0,0,0,0,NaN,NaN,NaN
8,1,4.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
9,1,4.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
10,1,4.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
11,1,4.45,0.250000,0,0,0,0,0,NaN,NaN,NaN
12,1,4.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
13,1,5.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
14,1,5.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
15,1,5.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
16,1,5.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
17,1,5.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
19,2,6.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
20,1,6.15,0.250000,0,0,0,0,0,NaN,NaN,NaN
21,1,6.23,0.133333,0,0,0,0,0,NaN,NaN,NaN
22,1,6.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
23,1,6.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
24,1,7.00,0.250000,0,0,0,0,0,NaN,NaN,NaN
25,1,7.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
26,1,7.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
27,1,7.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
28,1,8.08,0.633333,0,0,0,0,0,NaN,NaN,NaN
29,1,8.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
30,1,8.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
31,1,8.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
33,2,9.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
34,1,9.15,0.250000,0,0,0,0,0,NaN,NaN,NaN
35,1,9.23,0.133333,0,0,0,0,0,NaN,NaN,NaN
36,1,9.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
37,1,9.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
38,1,10.00,0.250000,0,0,0,0,0,NaN,NaN,NaN
39,1,10.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
40,1,10.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
41,1,10.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
42,1,10.45,0.250000,0,0,0,0,0,NaN,NaN,NaN
43,1,10.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
44,1,11.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
45,1,11.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
46,1,11.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
47,1,11.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
48,1,11.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
49,1,12.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
50,1,12.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
51,1,12.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
52,1,12.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
53,1,12.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
54,1,13.23,0.633333,0,0,0,0,0,NaN,NaN,NaN
55,1,13.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
56,1,14.08,0.633333,0,0,0,0,0,NaN,NaN,NaN
57,1,14.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
58,1,14.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
59,1,14.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
60,1,15.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
62,2,15.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
64,2,15.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
65,1,15.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
67,2,16.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
69,2,16.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
70,1,16.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
72,2,16.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
74,2,17.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
75,1,17.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
77,2,17.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
79,2,17.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
80,1,18.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
82,2,18.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
84,2,18.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
85,1,18.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
87,2,19.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
89,2,19.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
90,1,19.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
92,2,19.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
94,2,20.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
95,1,20.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
96,1,20.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
97,1,20.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
98,1,21.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
100,2,21.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
102,2,21.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
103,1,21.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
105,2,22.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
107,2,22.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
108,1,22.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
110,2,22.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
112,2,23.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
113,1,23.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
115,2,23.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
116,1,23.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
117,1,23.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
119,2,24.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
120,1,24.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
121,1,24.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
122,1,24.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
124,2,24.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
125,1,25.23,0.633333,0,0,0,0,0,NaN,NaN,NaN
126,1,25.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
128,2,26.04,0.566667,0,0,0,0,0,NaN,NaN,NaN
129,1,26.27,0.383333,0,0,0,0,0,NaN,NaN,NaN
130,1,26.38,0.183333,0,0,0,0,0,NaN,NaN,NaN
132,2,27.00,0.366667,0,0,0,0,0,NaN,NaN,NaN
134,2,27.38,0.633333,0,0,0,0,0,NaN,NaN,NaN
136,2,27.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
138,2,28.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
140,2,28.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
141,1,28.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
143,2,28.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
145,2,29.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
147,2,29.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
149,2,30.00,0.500000,0,0,0,0,0,NaN,NaN,NaN
151,2,30.38,0.633333,0,0,0,0,0,NaN,NaN,NaN
152,1,30.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
154,2,31.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
156,2,31.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
158,2,31.53,0.500000,0,0,0,0,0,NaN,NaN,NaN
160,2,32.15,0.366667,0,0,0,0,0,NaN,NaN,NaN
162,2,32.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
164,2,33.00,0.366667,0,0,0,0,0,NaN,NaN,NaN
166,2,33.45,0.750000,0,0,0,0,0,NaN,NaN,NaN
168,2,34.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
170,2,34.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
172,2,34.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
174,2,35.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
175,1,35.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
176,1,35.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
178,2,36.00,0.366667,0,0,0,0,0,NaN,NaN,NaN
179,1,36.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
180,1,36.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
182,2,37.00,0.366667,0,0,0,0,0,NaN,NaN,NaN
184,2,37.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
186,2,37.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
188,2,38.38,1.250000,0,0,0,0,0,NaN,NaN,NaN
190,2,39.00,0.366667,0,0,0,0,0,NaN,NaN,NaN
192,2,39.38,0.633333,0,0,0,0,0,NaN,NaN,NaN
193,1,39.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
195,2,40.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
196,1,40.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
197,1,40.45,0.250000,0,0,0,0,0,NaN,NaN,NaN
199,2,41.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
201,2,41.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
203,2,42.00,0.500000,0,0,0,0,0,NaN,NaN,NaN
205,2,42.38,0.633333,0,0,0,0,0,NaN,NaN,NaN
206,1,42.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
207,1,43.00,0.250000,0,0,0,0,0,NaN,NaN,NaN
209,2,43.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
211,2,43.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
213,2,43.53,0.500000,0,0,0,0,0,NaN,NaN,NaN
215,2,44.15,0.366667,0,0,0,0,0,NaN,NaN,NaN
217,2,44.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
219,2,45.00,0.366667,0,0,0,0,0,NaN,NaN,NaN
221,2,45.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
223,2,45.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
224,1,46.23,0.633333,0,0,0,0,0,NaN,NaN,NaN
226,2,46.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
228,2,46.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
230,2,47.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
232,2,47.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
233,1,48.23,0.883333,0,0,0,0,0,NaN,NaN,NaN
234,1,48.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
235,1,49.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
236,1,49.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
238,2,50.30,1.116667,0,0,0,0,0,NaN,NaN,NaN
240,2,50.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
242,2,50.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
244,2,52.00,1.116667,0,0,0,0,0,NaN,NaN,NaN
246,2,52.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
248,2,52.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
250,2,53.30,1.116667,0,0,0,0,0,NaN,NaN,NaN
252,2,53.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
254,2,53.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
255,1,55.00,1.116667,0,0,0,0,0,NaN,NaN,NaN
256,1,55.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
258,2,55.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
259,1,56.08,0.750000,0,0,0,0,0,NaN,NaN,NaN
260,1,56.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
262,2,56.30,0.250000,0,0,0,0,0,NaN,NaN,NaN
264,2,56.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
266,2,56.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
268,2,58.00,1.116667,0,0,0,0,0,NaN,NaN,NaN
270,2,58.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
272,2,58.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
274,2,59.08,0.750000,0,0,0,0,0,NaN,NaN,NaN
276,2,59.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
278,2,59.30,0.250000,0,0,0,0,0,NaN,NaN,NaN
280,2,59.45,0.250000,0,0,0,0,0,NaN,NaN,NaN
281,1,59.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
282,1,59.57,0.066667,0,0,0,0,0,NaN,NaN,NaN
284,2,60.00,0.050000,0,0,0,0,0,NaN,NaN,NaN
286,2,60.45,0.750000,0,0,0,0,0,NaN,NaN,NaN
287,1,61.23,0.633333,0,0,0,0,0,NaN,NaN,NaN
288,1,61.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
289,1,61.45,0.250000,0,0,0,0,0,NaN,NaN,NaN
290,1,61.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
291,1,62.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
293,2,62.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
295,2,62.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
297,2,62.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
299,2,63.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
301,2,63.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
303,2,63.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
305,2,64.00,0.250000,0,0,0,0,0,NaN,NaN,NaN
307,2,64.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
309,2,64.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
311,2,64.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
313,2,64.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
315,2,65.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
317,2,65.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
319,2,65.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
320,1,65.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
321,1,66.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
323,2,66.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
325,2,66.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
327,2,67.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
329,2,67.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
331,2,68.15,0.750000,0,0,0,0,0,NaN,NaN,NaN
332,1,68.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
334,2,69.00,0.366667,0,0,0,0,0,NaN,NaN,NaN
336,2,69.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
338,2,69.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
340,2,69.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
342,2,70.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
344,2,70.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
346,2,70.53,0.500000,0,0,0,0,0,NaN,NaN,NaN
348,2,71.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
350,2,71.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
351,1,71.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
353,2,71.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
354,1,72.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
355,1,72.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
356,1,72.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
358,2,73.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
360,2,73.30,0.366667,0,0,0,0,0,NaN,NaN,NaN
362,2,73.53,0.383333,0,0,0,0,0,NaN,NaN,NaN
364,2,74.15,0.366667,0,0,0,0,0,NaN,NaN,NaN
366,2,74.30,0.250000,0,0,0,0,0,NaN,NaN,NaN
368,2,75.00,0.500000,0,0,0,0,0,NaN,NaN,NaN
369,1,75.15,0.250000,0,0,0,0,0,NaN,NaN,NaN
371,2,75.23,0.133333,0,0,0,0,0,NaN,NaN,NaN
372,1,75.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
373,1,75.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
374,1,76.00,0.250000,0,0,0,0,0,NaN,NaN,NaN
375,1,76.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
377,2,76.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
378,1,76.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
379,1,76.45,0.250000,0,0,0,0,0,NaN,NaN,NaN
381,2,76.53,0.133333,0,0,0,0,0,NaN,NaN,NaN
382,1,77.08,0.250000,0,0,0,0,0,NaN,NaN,NaN
384,2,77.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
385,1,77.30,0.250000,0,0,0,0,0,NaN,NaN,NaN
387,2,77.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
388,1,77.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
390,2,78.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
391,1,78.15,0.250000,0,0,0,0,0,NaN,NaN,NaN
393,2,78.23,0.133333,0,0,0,0,0,NaN,NaN,NaN
394,1,78.38,0.250000,0,0,0,0,0,NaN,NaN,NaN
396,2,78.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
397,1,79.00,0.250000,0,0,0,0,0,NaN,NaN,NaN
399,2,79.08,0.133333,0,0,0,0,0,NaN,NaN,NaN
400,1,79.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
401,1,79.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
402,1,80.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
403,1,80.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
404,1,80.30,0.250000,0,0,0,0,0,NaN,NaN,NaN
405,1,80.38,0.133333,0,0,0,0,0,NaN,NaN,NaN
407,2,80.53,0.250000,0,0,0,0,0,NaN,NaN,NaN
409,2,81.00,0.116667,0,0,0,0,0,NaN,NaN,NaN
410,1,81.23,0.383333,0,0,0,0,0,NaN,NaN,NaN
412,2,81.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
413,1,82.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
414,1,82.23,0.250000,0,0,0,0,0,NaN,NaN,NaN
