コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,1.42,1.700000,0,0,0,0,0,26.0,0.0,0.0
3,2,2.08,0.433333,0,0,0,0,0,NaN,NaN,NaN
4,1,2.21,0.216667,0,0,0,0,0,NaN,NaN,NaN
6,2,2.34,0.216667,0,0,0,0,0,NaN,NaN,NaN
8,2,3.25,0.850000,0,0,0,0,0,NaN,NaN,NaN
10,2,3.51,0.433333,0,0,0,0,0,NaN,NaN,NaN
11,1,4.04,0.216667,0,0,0,0,0,NaN,NaN,NaN
13,2,4.17,0.216667,0,0,0,0,0,NaN,NaN,NaN
15,2,5.08,0.850000,0,0,0,0,0,NaN,NaN,NaN
16,1,5.21,0.216667,0,0,0,0,0,NaN,NaN,NaN
17,1,5.34,0.216667,0,0,0,0,0,NaN,NaN,NaN
19,2,5.47,0.216667,0,0,0,0,0,NaN,NaN,NaN
20,1,6.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
21,1,6.13,0.216667,0,0,0,0,0,NaN,NaN,NaN
22,1,6.25,0.200000,0,0,0,0,0,NaN,NaN,NaN
23,1,6.38,0.216667,0,0,0,0,0,NaN,NaN,NaN
25,2,6.51,0.216667,0,0,0,0,0,NaN,NaN,NaN
26,1,7.04,0.216667,0,0,0,0,0,NaN,NaN,NaN
28,2,7.17,0.216667,0,0,0,0,0,NaN,NaN,NaN
29,1,7.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
31,2,7.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
33,2,8.34,0.866667,0,0,0,0,0,NaN,NaN,NaN
34,1,8.47,0.216667,0,0,0,0,0,NaN,NaN,NaN
36,2,9.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
38,2,9.12,0.200000,0,0,0,0,0,NaN,NaN,NaN
40,2,9.25,0.216667,0,0,0,0,0,NaN,NaN,NaN
41,1,9.38,0.216667,0,0,0,0,0,NaN,NaN,NaN
42,1,10.04,0.433333,0,0,0,0,0,NaN,NaN,NaN
44,2,10.17,0.216667,0,0,0,0,0,NaN,NaN,NaN
45,1,10.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
47,2,10.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
49,2,10.55,0.216667,0,0,0,0,0,NaN,NaN,NaN
51,2,11.08,0.216667,0,0,0,0,0,NaN,NaN,NaN
52,1,11.21,0.216667,0,0,0,0,0,NaN,NaN,NaN
53,1,11.47,0.433333,0,0,0,0,0,NaN,NaN,NaN
55,2,12.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
57,2,12.13,0.216667,0,0,0,0,0,NaN,NaN,NaN
58,1,12.25,0.200000,0,0,0,0,0,NaN,NaN,NaN
60,2,12.38,0.216667,0,0,0,0,0,NaN,NaN,NaN
61,1,12.51,0.216667,0,0,0,0,0,NaN,NaN,NaN
63,2,13.04,0.216667,0,0,0,0,0,NaN,NaN,NaN
64,1,13.17,0.216667,0,0,0,0,0,NaN,NaN,NaN
65,1,13.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
67,2,13.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
69,2,13.55,0.216667,0,0,0,0,0,NaN,NaN,NaN
71,2,14.08,0.216667,0,0,0,0,0,NaN,NaN,NaN
72,1,14.21,0.216667,0,0,0,0,0,NaN,NaN,NaN
73,1,14.28,0.116667,0,0,0,0,0,NaN,NaN,NaN
74,1,14.34,0.100000,0,0,0,0,0,NaN,NaN,NaN
75,1,14.40,0.100000,0,0,0,0,0,NaN,NaN,NaN
76,1,14.47,0.116667,0,0,0,0,0,NaN,NaN,NaN
78,2,15.00,0.216667,0,0,0,0,0,NaN,NaN,NaN
80,2,15.12,0.200000,0,0,0,0,0,NaN,NaN,NaN
82,2,15.25,0.216667,0,0,0,0,0,NaN,NaN,NaN
83,1,15.38,0.216667,0,0,0,0,0,NaN,NaN,NaN
85,2,15.51,0.216667,0,0,0,0,0,NaN,NaN,NaN
87,2,16.04,0.216667,0,0,0,0,0,NaN,NaN,NaN
89,2,16.17,0.216667,0,0,0,0,0,NaN,NaN,NaN
90,1,16.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
91,1,16.36,0.100000,0,0,0,0,0,NaN,NaN,NaN
92,1,16.43,0.116667,0,0,0,0,0,NaN,NaN,NaN
94,2,16.55,0.200000,0,0,0,0,0,NaN,NaN,NaN
