コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
2,2,1.11,1.183333,0,0,0,0,0,29.0,0.0,0.0
3,1,1.20,0.150000,0,0,0,0,0,NaN,NaN,NaN
5,2,1.28,0.133333,0,0,0,0,0,NaN,NaN,NaN
6,1,1.38,0.166667,0,0,0,0,0,NaN,NaN,NaN
8,2,1.47,0.150000,0,0,0,0,0,NaN,NaN,NaN
10,2,1.56,0.150000,0,0,0,0,0,NaN,NaN,NaN
12,2,2.05,0.150000,0,0,0,0,0,NaN,NaN,NaN
13,1,2.23,0.300000,0,0,0,0,0,NaN,NaN,NaN
15,2,2.40,0.283333,0,0,0,0,0,NaN,NaN,NaN
16,1,2.50,0.166667,0,0,0,0,0,NaN,NaN,NaN
18,2,2.59,0.150000,0,0,0,0,0,NaN,NaN,NaN
20,2,3.17,0.300000,0,0,0,0,0,NaN,NaN,NaN
22,2,3.35,0.300000,0,0,0,0,0,NaN,NaN,NaN
23,1,3.44,0.150000,0,0,0,0,0,NaN,NaN,NaN
25,2,3.53,0.150000,0,0,0,0,0,NaN,NaN,NaN
26,1,4.02,0.150000,0,0,0,0,0,NaN,NaN,NaN
28,2,4.11,0.150000,0,0,0,0,0,NaN,NaN,NaN
30,2,4.20,0.150000,0,0,0,0,0,NaN,NaN,NaN
32,2,4.29,0.150000,0,0,0,0,0,NaN,NaN,NaN
34,2,4.38,0.150000,0,0,0,0,0,NaN,NaN,NaN
36,2,4.56,0.300000,0,0,0,0,0,NaN,NaN,NaN
37,1,5.13,0.283333,0,0,0,0,0,NaN,NaN,NaN
39,2,5.23,0.166667,0,0,0,0,0,NaN,NaN,NaN
41,2,5.41,0.300000,0,0,0,0,0,NaN,NaN,NaN
43,2,5.50,0.150000,0,0,0,0,0,NaN,NaN,NaN
45,2,5.59,0.150000,0,0,0,0,0,NaN,NaN,NaN
46,1,6.08,0.150000,0,0,0,0,0,NaN,NaN,NaN
48,2,6.17,0.150000,0,0,0,0,0,NaN,NaN,NaN
50,2,6.26,0.150000,0,0,0,0,0,NaN,NaN,NaN
52,2,6.35,0.150000,0,0,0,0,0,NaN,NaN,NaN
54,2,6.44,0.150000,0,0,0,0,0,NaN,NaN,NaN
56,2,6.53,0.150000,0,0,0,0,0,NaN,NaN,NaN
57,1,7.11,0.300000,0,0,0,0,0,NaN,NaN,NaN
58,1,7.19,0.133333,0,0,0,0,0,NaN,NaN,NaN
60,2,7.29,0.166667,0,0,0,0,0,NaN,NaN,NaN
61,1,7.38,0.150000,0,0,0,0,0,NaN,NaN,NaN
63,2,7.47,0.150000,0,0,0,0,0,NaN,NaN,NaN
65,2,8.05,0.300000,0,0,0,0,0,NaN,NaN,NaN
67,2,8.23,0.300000,0,0,0,0,0,NaN,NaN,NaN
68,1,8.32,0.150000,0,0,0,0,0,NaN,NaN,NaN
70,2,8.41,0.150000,0,0,0,0,0,NaN,NaN,NaN
72,2,8.50,0.150000,0,0,0,0,0,NaN,NaN,NaN
73,1,8.59,0.150000,0,0,0,0,0,NaN,NaN,NaN
75,2,9.08,0.150000,0,0,0,0,0,NaN,NaN,NaN
