コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
2,2,1.15,1.250000,0,0,0,0,0,28.0,0.0,0.0
4,2,1.25,0.166667,0,0,0,0,0,NaN,NaN,NaN
5,1,1.34,0.150000,0,0,0,0,0,NaN,NaN,NaN
7,2,1.53,0.316667,0,0,0,0,0,NaN,NaN,NaN
9,2,2.02,0.150000,0,0,0,0,0,NaN,NaN,NaN
10,1,2.11,0.150000,0,0,0,0,0,NaN,NaN,NaN
11,1,2.30,0.316667,0,0,0,0,0,NaN,NaN,NaN
12,1,2.40,0.166667,0,0,0,0,0,NaN,NaN,NaN
14,2,2.58,0.300000,0,0,0,0,0,NaN,NaN,NaN
16,2,3.08,0.166667,0,0,0,0,0,NaN,NaN,NaN
17,1,3.17,0.150000,0,0,0,0,0,NaN,NaN,NaN
19,2,3.26,0.150000,0,0,0,0,0,NaN,NaN,NaN
21,2,3.45,0.316667,0,0,0,0,0,NaN,NaN,NaN
23,2,3.55,0.166667,0,0,0,0,0,NaN,NaN,NaN
24,1,4.04,0.150000,0,0,0,0,0,NaN,NaN,NaN
26,2,4.23,0.316667,0,0,0,0,0,NaN,NaN,NaN
28,2,4.32,0.150000,0,0,0,0,0,NaN,NaN,NaN
29,1,4.41,0.150000,0,0,0,0,0,NaN,NaN,NaN
30,1,5.00,0.316667,0,0,0,0,0,NaN,NaN,NaN
31,1,5.10,0.166667,0,0,0,0,0,NaN,NaN,NaN
32,1,5.19,0.150000,0,0,0,0,0,NaN,NaN,NaN
33,1,5.28,0.150000,0,0,0,0,0,NaN,NaN,NaN
35,2,5.38,0.166667,0,0,0,0,0,NaN,NaN,NaN
36,1,5.47,0.150000,0,0,0,0,0,NaN,NaN,NaN
38,2,5.56,0.150000,0,0,0,0,0,NaN,NaN,NaN
40,2,6.15,0.316667,0,0,0,0,0,NaN,NaN,NaN
42,2,6.25,0.166667,0,0,0,0,0,NaN,NaN,NaN
43,1,6.34,0.150000,0,0,0,0,0,NaN,NaN,NaN
45,2,6.53,0.316667,0,0,0,0,0,NaN,NaN,NaN
47,2,7.02,0.150000,0,0,0,0,0,NaN,NaN,NaN
48,1,7.11,0.150000,0,0,0,0,0,NaN,NaN,NaN
49,1,7.30,0.316667,0,0,0,0,0,NaN,NaN,NaN
50,1,7.40,0.166667,0,0,0,0,0,NaN,NaN,NaN
51,1,7.49,0.150000,0,0,0,0,0,NaN,NaN,NaN
52,1,7.58,0.150000,0,0,0,0,0,NaN,NaN,NaN
54,2,8.17,0.316667,0,0,0,0,0,NaN,NaN,NaN
56,2,8.26,0.150000,0,0,0,0,0,NaN,NaN,NaN
58,2,8.45,0.316667,0,0,0,0,0,NaN,NaN,NaN
60,2,9.04,0.316667,0,0,0,0,0,NaN,NaN,NaN
62,2,9.23,0.316667,0,0,0,0,0,NaN,NaN,NaN
64,2,9.41,0.300000,0,0,0,0,0,NaN,NaN,NaN
66,2,10.00,0.316667,0,0,0,0,0,NaN,NaN,NaN
68,2,10.10,0.166667,0,0,0,0,0,NaN,NaN,NaN
70,2,10.19,0.150000,0,0,0,0,0,NaN,NaN,NaN
72,2,10.28,0.150000,0,0,0,0,0,NaN,NaN,NaN
73,1,10.38,0.166667,0,0,0,0,0,NaN,NaN,NaN
74,1,10.42,0.066667,0,0,0,0,0,NaN,NaN,NaN
75,1,10.47,0.083333,0,0,0,0,0,NaN,NaN,NaN
