コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,2.47,2.783333,0,0,0,0,0,26.0,0.0,0.0
2,1,2.54,0.116667,0,0,0,0,0,NaN,NaN,NaN
3,1,3.01,0.116667,0,0,0,0,0,NaN,NaN,NaN
4,1,3.08,0.116667,0,0,0,0,0,NaN,NaN,NaN
5,1,3.15,0.116667,0,0,0,0,0,NaN,NaN,NaN
6,1,3.22,0.116667,0,0,0,0,0,NaN,NaN,NaN
7,1,3.29,0.116667,0,0,0,0,0,NaN,NaN,NaN
8,1,3.36,0.116667,0,0,0,0,0,NaN,NaN,NaN
9,1,3.43,0.116667,0,0,0,0,0,NaN,NaN,NaN
10,1,3.57,0.233333,0,0,0,0,0,NaN,NaN,NaN
11,1,4.11,0.233333,0,0,0,0,0,NaN,NaN,NaN
12,1,4.24,0.216667,0,0,0,0,0,NaN,NaN,NaN
14,2,4.38,0.233333,0,0,0,0,0,NaN,NaN,NaN
15,1,4.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
16,1,4.52,0.116667,0,0,0,0,0,NaN,NaN,NaN
17,1,4.59,0.116667,0,0,0,0,0,NaN,NaN,NaN
18,1,5.06,0.116667,0,0,0,0,0,NaN,NaN,NaN
19,1,5.13,0.116667,0,0,0,0,0,NaN,NaN,NaN
20,1,5.20,0.116667,0,0,0,0,0,NaN,NaN,NaN
21,1,5.27,0.116667,0,0,0,0,0,NaN,NaN,NaN
22,1,5.34,0.116667,0,0,0,0,0,NaN,NaN,NaN
23,1,5.48,0.233333,0,0,0,0,0,NaN,NaN,NaN
24,1,6.02,0.233333,0,0,0,0,0,NaN,NaN,NaN
25,1,6.16,0.233333,0,0,0,0,0,NaN,NaN,NaN
27,2,6.30,0.233333,0,0,0,0,0,NaN,NaN,NaN
28,1,6.37,0.116667,0,0,0,0,0,NaN,NaN,NaN
29,1,6.44,0.116667,0,0,0,0,0,NaN,NaN,NaN
30,1,6.51,0.116667,0,0,0,0,0,NaN,NaN,NaN
31,1,6.58,0.116667,0,0,0,0,0,NaN,NaN,NaN
32,1,7.05,0.116667,0,0,0,0,0,NaN,NaN,NaN
33,1,7.12,0.116667,0,0,0,0,0,NaN,NaN,NaN
34,1,7.19,0.116667,0,0,0,0,0,NaN,NaN,NaN
35,1,7.26,0.116667,0,0,0,0,0,NaN,NaN,NaN
36,1,7.40,0.233333,0,0,0,0,0,NaN,NaN,NaN
37,1,7.54,0.233333,0,0,0,0,0,NaN,NaN,NaN
38,1,8.01,0.116667,0,0,0,0,0,NaN,NaN,NaN
39,1,8.22,0.350000,0,0,0,0,0,NaN,NaN,NaN
40,1,8.32,0.166667,0,0,0,0,0,NaN,NaN,NaN
41,1,8.43,0.183333,0,0,0,0,0,NaN,NaN,NaN
42,1,8.53,0.166667,0,0,0,0,0,NaN,NaN,NaN
43,1,9.04,0.183333,0,0,0,0,0,NaN,NaN,NaN
44,1,9.11,0.116667,0,0,0,0,0,NaN,NaN,NaN
46,2,9.17,0.100000,0,0,0,0,0,NaN,NaN,NaN
47,1,9.24,0.116667,0,0,0,0,0,NaN,NaN,NaN
48,1,9.31,0.116667,0,0,0,0,0,NaN,NaN,NaN
49,1,9.38,0.116667,0,0,0,0,0,NaN,NaN,NaN
50,1,9.45,0.116667,0,0,0,0,0,NaN,NaN,NaN
51,1,9.52,0.116667,0,0,0,0,0,NaN,NaN,NaN
52,1,9.59,0.116667,0,0,0,0,0,NaN,NaN,NaN
53,1,10.06,0.116667,0,0,0,0,0,NaN,NaN,NaN
54,1,10.13,0.116667,0,0,0,0,0,NaN,NaN,NaN
55,1,10.20,0.116667,0,0,0,0,0,NaN,NaN,NaN
56,1,10.27,0.116667,0,0,0,0,0,NaN,NaN,NaN
57,1,10.34,0.116667,0,0,0,0,0,NaN,NaN,NaN
