コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
2,2,1.21,1.350000,0,0,0,0,0,28.0,0.0,0.0
3,1,1.52,0.516667,0,0,0,0,0,NaN,NaN,NaN
4,1,2.23,0.516667,0,0,0,0,0,NaN,NaN,NaN
6,2,2.43,0.333333,0,0,0,0,0,NaN,NaN,NaN
7,1,3.34,0.850000,0,0,0,0,0,NaN,NaN,NaN
9,2,3.44,0.166667,0,0,0,0,0,NaN,NaN,NaN
11,2,4.05,0.350000,0,0,0,0,0,NaN,NaN,NaN
12,1,4.36,0.516667,0,0,0,0,0,NaN,NaN,NaN
13,1,5.06,0.500000,0,0,0,0,0,NaN,NaN,NaN
15,2,5.27,0.350000,0,0,0,0,0,NaN,NaN,NaN
16,1,6.18,0.850000,0,0,0,0,0,NaN,NaN,NaN
18,2,6.28,0.166667,0,0,0,0,0,NaN,NaN,NaN
20,2,6.48,0.333333,0,0,0,0,0,NaN,NaN,NaN
21,1,6.59,0.183333,0,0,0,0,0,NaN,NaN,NaN
22,1,7.09,0.166667,0,0,0,0,0,NaN,NaN,NaN
23,1,7.19,0.166667,0,0,0,0,0,NaN,NaN,NaN
24,1,7.40,0.350000,0,0,0,0,0,NaN,NaN,NaN
25,1,7.50,0.166667,0,0,0,0,0,NaN,NaN,NaN
27,2,8.00,0.166667,0,0,0,0,0,NaN,NaN,NaN
28,1,8.05,0.083333,0,0,0,0,0,NaN,NaN,NaN
30,2,8.10,0.083333,0,0,0,0,0,NaN,NaN,NaN
31,1,8.31,0.350000,0,0,0,0,0,NaN,NaN,NaN
32,1,8.41,0.166667,0,0,0,0,0,NaN,NaN,NaN
34,2,8.51,0.166667,0,0,0,0,0,NaN,NaN,NaN
35,1,9.01,0.166667,0,0,0,0,0,NaN,NaN,NaN
37,2,9.12,0.183333,0,0,0,0,0,NaN,NaN,NaN
38,1,9.22,0.166667,0,0,0,0,0,NaN,NaN,NaN
40,2,9.32,0.166667,0,0,0,0,0,NaN,NaN,NaN
41,1,9.42,0.166667,0,0,0,0,0,NaN,NaN,NaN
42,1,9.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
43,1,10.03,0.166667,0,0,0,0,0,NaN,NaN,NaN
44,1,10.13,0.166667,0,0,0,0,0,NaN,NaN,NaN
