コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,2
11,2
12,0
13,2
14,0
15,2
16,0
17,2
18,0
19,2
20,2
21,2
22,2
23,2
24,0
25,2
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,2
40,2
41,0
42,0
43,2
44,0
45,2
46,0
47,2
48,2
49,2
50,2
51,2
52,2
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,2
66,2
67,2
68,0
69,2
70,0
71,0
72,0
73,2
74,2
75,2
76,0
77,2
78,2
79,0
80,2
81,1
82,1
83,1
84,0
85,1
86,0
87,1
88,0
89,0
90,2
91,2
92,0
93,2
94,0
95,2
96,2
97,0
98,2
99,2
100,0
101,2
102,2
103,0
104,2
105,2
106,0
107,2
108,0
109,0
110,2
111,2
112,2
113,0
114,0
115,2
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,1
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,2
133,0
134,2
135,2
136,0
137,2
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,2
149,2
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,2
159,0
160,0
161,2
162,2
163,2
164,2
165,0
166,2
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,2
189,2
190,2
191,2
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,2
202,0
203,2
204,2
205,0
206,2
207,0
208,0
209,0
210,0
211,0
212,0
213,1
214,0
215,1
216,1
217,1
218,1
219,1
220,1
221,0
222,1
223,1
224,1
225,0
226,1
227,0
228,0
229,0
230,1
231,0
232,1
233,0
234,0
235,0
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,0
247,0
248,0
249,2
250,0
251,0
252,2
253,0
254,0
255,2
256,0
257,2
258,2
259,2
260,2
261,0
262,2
263,0
264,2
265,1
266,1
267,2
268,1
269,2
270,1
271,2
272,1
273,2
274,1
275,1
276,0
277,1
278,0
