コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,1
6,2
7,1
8,2
9,0
10,2
11,0
12,2
13,0
14,2
15,0
16,2
17,0
18,0
19,0
20,0
21,2
22,1
23,2
24,1
25,2
26,0
27,2
28,0
29,2
30,0
31,2
32,0
33,0
34,0
35,0
36,0
37,1
38,2
39,1
40,2
41,2
42,0
43,0
44,2
45,2
46,0
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,0
57,2
58,0
59,0
60,2
61,0
62,2
63,0
64,2
65,0
66,0
67,2
68,0
69,2
70,0
71,0
72,2
73,2
74,0
75,0
76,2
77,0
78,2
79,0
80,0
81,2
82,0
83,0
84,2
85,0
86,0
87,2
88,1
89,0
90,1
91,1
92,2
93,0
94,0
95,2
96,0
97,2
98,0
99,0
100,2
101,2
102,0
103,0
104,2
105,0
106,2
107,0
108,0
109,2
110,0
111,0
112,2
113,0
114,0
115,2
116,1
117,0
118,1
119,1
120,2
121,0
122,0
123,2
124,2
125,0
126,0
127,2
128,0
129,0
130,2
131,0
132,0
133,2
134,2
135,0
136,0
137,2
138,0
139,0
140,2
141,0
142,0
143,2
144,1
145,0
146,1
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,1
160,1
161,2
162,0
163,0
164,2
165,0
166,2
167,0
168,0
169,2
170,0
171,2
172,0
173,0
174,2
175,0
176,2
177,0
178,0
179,2
180,0
181,0
182,2
183,0
184,2
185,0
186,2
187,1
188,0
189,1
190,1
191,2
192,0
193,0
194,2
195,0
196,2
197,0
198,0
199,2
200,0
201,2
202,0
203,0
204,2
205,0
206,2
207,0
208,0
209,2
210,1
211,0
212,1
213,1
214,0
215,0
216,1
217,0
218,1
219,1
220,2
221,0
222,0
223,2
224,2
225,0
226,0
227,2
228,0
229,0
230,2
231,0
232,0
233,2
234,2
235,0
236,0
237,2
238,0
239,0
240,2
241,0
242,2
243,0
244,2
245,1
246,0
247,1
248,1
249,2
250,0
251,0
252,2
253,2
254,0
255,0
256,2
257,0
258,0
259,2
260,0
261,0
262,2
263,2
264,0
265,0
266,2
267,0
268,2
269,0
270,2
271,2
272,0
273,2
274,0
275,0
276,2
277,2
278,0
