コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,2
64,2
65,2
66,1
67,1
68,2
69,1
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,2
79,2
80,0
81,2
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,2
92,2
93,1
94,2
95,1
96,1
97,2
98,1
99,0
100,0
101,0
102,1
103,0
104,0
105,0
106,2
107,0
108,0
109,2
110,1
111,1
112,1
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,2
121,2
122,1
123,2
124,1
125,1
126,2
127,1
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,2
136,0
137,2
138,0
139,2
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,2
149,2
150,2
151,1
152,1
153,2
154,1
155,1
156,0
157,0
158,0
159,1
160,0
161,0
162,2
163,2
164,2
165,2
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,2
189,0
190,2
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,2
200,2
201,2
202,2
203,1
204,1
205,1
206,1
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,2
216,2
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,2
227,2
228,2
229,2
230,2
231,2
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,1
273,1
274,1
275,1
276,1
277,1
278,1
