コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,2
16,2
17,1
18,2
19,1
20,2
21,0
22,2
23,2
24,2
25,1
26,1
27,2
28,2
29,0
30,2
31,2
32,2
33,1
34,2
35,1
36,2
37,0
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,1
50,2
51,1
52,2
53,0
54,2
55,2
56,2
57,1
58,1
59,2
60,2
61,0
62,2
63,2
64,2
65,1
66,2
67,1
68,2
69,0
70,2
71,0
72,0
73,0
74,0
75,0
76,2
77,0
78,0
79,2
80,0
81,0
82,2
83,0
84,0
85,2
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,2
100,0
101,2
102,0
103,0
104,0
105,2
106,0
107,2
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,2
123,0
124,0
125,2
126,0
127,2
128,0
129,2
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,2
144,0
145,2
146,0
147,0
148,2
149,0
150,0
151,2
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,2
166,0
167,0
168,2
169,0
170,2
171,0
172,0
173,0
174,2
175,2
176,0
177,0
178,0
179,2
180,0
181,0
182,2
183,0
184,2
185,0
186,0
187,2
188,1
189,1
190,1
191,1
192,1
193,1
194,2
195,2
196,2
197,2
198,2
199,2
200,2
201,2
202,2
203,0
204,0
205,0
206,0
207,2
208,0
209,0
210,0
211,2
212,2
213,0
214,0
215,2
216,0
217,2
218,0
219,0
220,0
221,2
222,2
223,0
224,2
225,0
226,2
227,0
228,2
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,2
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,2
245,0
246,2
247,0
248,0
249,2
250,2
251,2
252,2
253,0
254,2
255,0
256,2
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,0
274,1
275,1
276,1
277,1
278,1
