コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
2,2,3.00,3.000000,0,0,0,0,0,25.0,0.0,0.0
3,1,3.45,0.750000,0,0,0,0,0,NaN,NaN,NaN
5,2,4.30,0.750000,0,0,0,0,0,NaN,NaN,NaN
6,1,4.43,0.216667,0,0,0,0,0,NaN,NaN,NaN
8,2,4.53,0.166667,0,0,0,0,0,NaN,NaN,NaN
10,2,5.15,0.366667,0,0,0,0,0,NaN,NaN,NaN
11,1,5.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
12,1,5.49,0.183333,0,0,0,0,0,NaN,NaN,NaN
13,1,6.00,0.183333,0,0,0,0,0,NaN,NaN,NaN
14,1,6.45,0.750000,0,0,0,0,0,NaN,NaN,NaN
16,2,7.30,0.750000,0,0,0,0,0,NaN,NaN,NaN
17,1,7.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
19,2,7.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
21,2,8.15,0.366667,0,0,0,0,0,NaN,NaN,NaN
22,1,8.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
23,1,8.49,0.183333,0,0,0,0,0,NaN,NaN,NaN
25,2,9.23,0.566667,0,0,0,0,0,NaN,NaN,NaN
27,2,9.45,0.366667,0,0,0,0,0,NaN,NaN,NaN
29,2,10.08,0.383333,0,0,0,0,0,NaN,NaN,NaN
30,1,10.19,0.183333,0,0,0,0,0,NaN,NaN,NaN
32,2,10.53,0.566667,0,0,0,0,0,NaN,NaN,NaN
34,2,11.15,0.366667,0,0,0,0,0,NaN,NaN,NaN
36,2,11.38,0.383333,0,0,0,0,0,NaN,NaN,NaN
37,1,11.49,0.183333,0,0,0,0,0,NaN,NaN,NaN
39,2,12.23,0.566667,0,0,0,0,0,NaN,NaN,NaN
41,2,12.46,0.383333,0,0,0,0,0,NaN,NaN,NaN
43,2,13.08,0.366667,0,0,0,0,0,NaN,NaN,NaN
44,1,13.19,0.183333,0,0,0,0,0,NaN,NaN,NaN
46,2,13.42,0.383333,0,0,0,0,0,NaN,NaN,NaN
48,2,13.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
50,2,14.16,0.383333,0,0,0,0,0,NaN,NaN,NaN
52,2,14.38,0.366667,0,0,0,0,0,NaN,NaN,NaN
53,1,14.49,0.183333,0,0,0,0,0,NaN,NaN,NaN
54,1,15.01,0.200000,0,0,0,0,0,NaN,NaN,NaN
55,1,15.12,0.183333,0,0,0,0,0,NaN,NaN,NaN
56,1,15.23,0.183333,0,0,0,0,0,NaN,NaN,NaN
57,1,15.34,0.183333,0,0,0,0,0,NaN,NaN,NaN
59,2,16.31,0.950000,0,0,0,0,0,NaN,NaN,NaN
60,1,16.42,0.183333,0,0,0,0,0,NaN,NaN,NaN
62,2,16.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
64,2,17.16,0.383333,0,0,0,0,0,NaN,NaN,NaN
66,2,17.38,0.366667,0,0,0,0,0,NaN,NaN,NaN
67,1,17.50,0.200000,0,0,0,0,0,NaN,NaN,NaN
68,1,18.01,0.183333,0,0,0,0,0,NaN,NaN,NaN
69,1,18.12,0.183333,0,0,0,0,0,NaN,NaN,NaN
70,1,18.23,0.183333,0,0,0,0,0,NaN,NaN,NaN
71,1,18.34,0.183333,0,0,0,0,0,NaN,NaN,NaN
73,2,19.31,0.950000,0,0,0,0,0,NaN,NaN,NaN
74,1,19.42,0.183333,0,0,0,0,0,NaN,NaN,NaN
76,2,19.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
78,2,20.16,0.383333,0,0,0,0,0,NaN,NaN,NaN
80,2,20.39,0.383333,0,0,0,0,0,NaN,NaN,NaN
81,1,20.50,0.183333,0,0,0,0,0,NaN,NaN,NaN
82,1,21.01,0.183333,0,0,0,0,0,NaN,NaN,NaN
84,2,21.23,0.366667,0,0,0,0,0,NaN,NaN,NaN
86,2,21.46,0.383333,0,0,0,0,0,NaN,NaN,NaN
88,2,22.09,0.383333,0,0,0,0,0,NaN,NaN,NaN
89,1,22.20,0.183333,0,0,0,0,0,NaN,NaN,NaN
90,1,22.31,0.183333,0,0,0,0,0,NaN,NaN,NaN
92,2,22.53,0.366667,0,0,0,0,0,NaN,NaN,NaN
94,2,23.16,0.383333,0,0,0,0,0,NaN,NaN,NaN
96,2,23.39,0.383333,0,0,0,0,0,NaN,NaN,NaN
97,1,23.50,0.183333,0,0,0,0,0,NaN,NaN,NaN
98,1,24.01,0.183333,0,0,0,0,0,NaN,NaN,NaN
100,2,24.23,0.366667,0,0,0,0,0,NaN,NaN,NaN
102,2,24.46,0.383333,0,0,0,0,0,NaN,NaN,NaN
104,2,25.09,0.383333,0,0,0,0,0,NaN,NaN,NaN
105,1,25.20,0.183333,0,0,0,0,0,NaN,NaN,NaN
106,1,25.42,0.366667,0,0,0,0,0,NaN,NaN,NaN
107,1,25.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
109,2,26.16,0.383333,0,0,0,0,0,NaN,NaN,NaN
110,1,26.28,0.200000,0,0,0,0,0,NaN,NaN,NaN
111,1,26.32,0.066667,0,0,0,0,0,NaN,NaN,NaN
112,1,26.39,0.116667,0,0,0,0,0,NaN,NaN,NaN
113,1,26.49,0.166667,0,0,0,0,0,NaN,NaN,NaN
115,2,27.01,0.200000,0,0,0,0,0,NaN,NaN,NaN
116,1,27.12,0.183333,0,0,0,0,0,NaN,NaN,NaN
118,2,27.23,0.183333,0,0,0,0,0,NaN,NaN,NaN
119,1,27.34,0.183333,0,0,0,0,0,NaN,NaN,NaN
121,2,27.46,0.200000,0,0,0,0,0,NaN,NaN,NaN
122,1,27.58,0.200000,0,0,0,0,0,NaN,NaN,NaN
124,2,28.09,0.183333,0,0,0,0,0,NaN,NaN,NaN
126,2,28.19,0.166667,0,0,0,0,0,NaN,NaN,NaN
127,1,28.25,0.100000,0,0,0,0,0,NaN,NaN,NaN
128,1,28.31,0.100000,0,0,0,0,0,NaN,NaN,NaN
129,1,28.42,0.183333,0,0,0,0,0,NaN,NaN,NaN
130,1,28.53,0.183333,0,0,0,0,0,NaN,NaN,NaN
