コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,1.49,1.816667,0,0,0,0,0,27.0,0.0,0.0
2,1,1.53,0.066667,0,0,0,0,0,NaN,NaN,NaN
3,1,1.58,0.083333,0,0,0,0,0,NaN,NaN,NaN
4,1,2.02,0.066667,0,0,0,0,0,NaN,NaN,NaN
5,1,2.07,0.083333,0,0,0,0,0,NaN,NaN,NaN
6,1,2.11,0.066667,0,0,0,0,0,NaN,NaN,NaN
7,1,2.16,0.083333,0,0,0,0,0,NaN,NaN,NaN
8,1,2.20,0.066667,0,0,0,0,0,NaN,NaN,NaN
9,1,2.25,0.083333,0,0,0,0,0,NaN,NaN,NaN
10,1,2.29,0.066667,0,0,0,0,0,NaN,NaN,NaN
11,1,2.34,0.083333,0,0,0,0,0,NaN,NaN,NaN
12,1,2.38,0.066667,0,0,0,0,0,NaN,NaN,NaN
13,1,2.43,0.083333,0,0,0,0,0,NaN,NaN,NaN
14,1,2.47,0.066667,0,0,0,0,0,NaN,NaN,NaN
15,1,2.52,0.083333,0,0,0,0,0,NaN,NaN,NaN
16,1,2.56,0.066667,0,0,0,0,0,NaN,NaN,NaN
17,1,3.03,0.116667,0,0,0,0,0,NaN,NaN,NaN
18,1,3.10,0.116667,0,0,0,0,0,NaN,NaN,NaN
19,1,3.16,0.100000,0,0,0,0,0,NaN,NaN,NaN
20,1,3.23,0.116667,0,0,0,0,0,NaN,NaN,NaN
21,1,3.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
22,1,3.37,0.116667,0,0,0,0,0,NaN,NaN,NaN
23,1,3.50,0.216667,0,0,0,0,0,NaN,NaN,NaN
24,1,4.04,0.233333,0,0,0,0,0,NaN,NaN,NaN
25,1,4.17,0.216667,0,0,0,0,0,NaN,NaN,NaN
26,1,4.31,0.233333,0,0,0,0,0,NaN,NaN,NaN
27,1,4.44,0.216667,0,0,0,0,0,NaN,NaN,NaN
28,1,4.58,0.233333,0,0,0,0,0,NaN,NaN,NaN
30,2,7.13,2.250000,0,0,0,0,0,NaN,NaN,NaN
32,2,7.40,0.450000,0,0,0,0,0,NaN,NaN,NaN
33,1,7.42,0.033333,0,0,0,0,0,NaN,NaN,NaN
34,1,8.35,0.883333,0,0,0,0,0,NaN,NaN,NaN
35,1,8.41,0.100000,0,0,0,0,0,NaN,NaN,NaN
36,1,8.48,0.116667,0,0,0,0,0,NaN,NaN,NaN
37,1,8.55,0.116667,0,0,0,0,0,NaN,NaN,NaN
39,2,9.02,0.116667,0,0,0,0,0,NaN,NaN,NaN
41,2,9.29,0.450000,0,0,0,0,0,NaN,NaN,NaN
42,1,10.23,0.900000,0,0,0,0,0,NaN,NaN,NaN
43,1,10.30,0.116667,0,0,0,0,0,NaN,NaN,NaN
44,1,10.36,0.100000,0,0,0,0,0,NaN,NaN,NaN
45,1,10.43,0.116667,0,0,0,0,0,NaN,NaN,NaN
47,2,10.50,0.116667,0,0,0,0,0,NaN,NaN,NaN
49,2,11.03,0.216667,0,0,0,0,0,NaN,NaN,NaN
51,2,11.17,0.233333,0,0,0,0,0,NaN,NaN,NaN
53,2,11.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
55,2,11.44,0.233333,0,0,0,0,0,NaN,NaN,NaN
56,1,11.46,0.033333,0,0,0,0,0,NaN,NaN,NaN
58,2,11.58,0.200000,0,0,0,0,0,NaN,NaN,NaN
59,1,11.59,0.016667,0,0,0,0,0,NaN,NaN,NaN
60,1,12.11,0.200000,0,0,0,0,0,NaN,NaN,NaN
61,1,12.18,0.116667,0,0,0,0,0,NaN,NaN,NaN
62,1,12.25,0.116667,0,0,0,0,0,NaN,NaN,NaN
63,1,12.31,0.100000,0,0,0,0,0,NaN,NaN,NaN
65,2,12.38,0.116667,0,0,0,0,0,NaN,NaN,NaN
67,2,12.52,0.233333,0,0,0,0,0,NaN,NaN,NaN
68,1,12.58,0.100000,0,0,0,0,0,NaN,NaN,NaN
70,2,13.05,0.116667,0,0,0,0,0,NaN,NaN,NaN
