コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,2
7,0
8,0
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,0
26,0
27,2
28,0
29,0
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,0
47,0
48,2
49,0
50,0
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,0
68,0
69,2
70,0
71,2
72,0
73,0
74,0
75,2
76,0
77,2
78,0
79,2
80,1
81,1
82,1
83,1
84,2
85,1
86,1
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,1
99,2
100,0
101,0
102,2
103,0
104,0
105,2
106,1
107,0
108,0
109,1
110,0
111,0
112,0
113,1
114,0
115,1
116,0
117,1
118,0
119,1
120,0
121,1
122,0
123,1
124,0
125,0
126,0
127,1
128,2
129,0
130,0
131,2
132,0
133,0
134,2
135,1
136,0
137,0
138,1
139,0
140,0
141,0
142,1
143,0
144,1
145,0
146,1
147,0
148,1
149,0
150,1
151,0
152,1
153,0
154,0
155,0
156,1
157,2
158,0
159,0
160,2
161,0
162,0
163,2
164,1
165,0
166,0
167,1
168,0
169,0
170,0
171,1
172,0
173,1
174,0
175,1
176,0
177,1
178,0
179,1
180,2
181,2
182,2
183,2
184,1
185,0
186,0
187,1
188,1
189,2
190,2
191,2
192,0
193,2
194,0
195,0
196,1
197,1
198,2
199,2
200,2
201,2
202,0
203,0
204,0
205,1
206,2
207,0
208,2
209,0
210,2
211,2
212,0
213,0
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,0
223,2
224,2
225,2
226,1
227,0
228,2
229,0
230,0
231,2
232,0
233,0
234,1
235,1
236,0
237,0
238,0
239,1
240,0
241,1
242,0
243,1
244,0
245,1
246,0
247,1
248,0
249,0
250,0
251,1
252,0
253,0
254,2
255,1
256,0
257,2
258,0
259,0
260,2
261,0
262,0
263,1
264,1
265,0
266,0
267,0
268,1
269,0
270,1
271,0
272,1
273,0
274,1
275,0
276,1
277,0
278,0
