コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2
9,2
10,0
11,2
12,2
13,0
14,2
15,2
16,2
17,2
18,0
19,2
20,2
21,0
22,2
23,2
24,2
25,2
26,0
27,2
28,2
29,0
30,2
31,2
32,2
33,2
34,0
35,2
36,2
37,0
38,2
39,0
40,2
41,0
42,0
43,0
44,0
45,0
46,2
47,2
48,2
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,2
62,2
63,0
64,0
65,2
66,0
67,2
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,2
78,0
79,2
80,0
81,2
82,2
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,2
94,2
95,0
96,0
97,2
98,0
99,2
100,0
101,2
102,2
103,0
104,2
105,0
106,0
107,2
108,0
109,2
110,1
111,2
112,1
113,2
114,1
115,1
116,1
117,2
118,1
119,2
120,0
121,0
122,0
123,0
124,0
125,0
126,2
127,0
128,2
129,0
130,0
131,0
132,0
133,2
134,0
135,2
136,2
137,1
138,2
139,1
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,2
150,2
151,2
152,2
153,0
154,2
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,2
163,2
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,2
175,1
176,0
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,0
186,2
187,2
188,0
189,0
190,2
191,0
192,2
193,0
194,0
195,2
196,2
197,0
198,0
199,0
200,0
201,0
202,2
203,0
204,2
205,0
206,2
207,2
208,0
209,0
210,2
211,0
212,2
213,0
214,0
215,0
216,0
217,0
218,1
219,1
220,1
221,1
222,0
223,1
224,1
225,1
226,0
227,1
228,2
229,0
230,2
231,2
232,0
233,2
234,0
235,2
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,2
244,2
245,0
246,0
247,2
248,0
249,2
250,2
251,2
252,0
253,0
254,0
255,0
256,0
257,0
258,2
259,0
260,2
261,0
262,0
263,0
264,0
265,0
266,2
267,0
268,2
269,0
270,0
271,0
272,0
273,0
274,2
275,0
276,2
277,0
278,0
