コンボ数,ノーツ
1,1
2,1
3,1
4,1
5,1
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,2
17,0
18,2
19,2
20,2
21,2
22,0
23,2
24,2
25,0
26,2
27,0
28,0
29,0
30,0
31,0
32,2
33,2
34,2
35,0
36,2
37,0
38,0
39,2
40,0
41,2
42,0
43,0
44,1
45,1
46,0
47,1
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,2
66,0
67,2
68,2
69,2
70,2
71,2
72,2
73,0
74,2
75,1
76,1
77,1
78,1
79,0
80,2
81,2
82,2
83,0
84,2
85,2
86,0
87,2
88,2
89,0
90,2
91,2
92,2
93,2
94,2
95,0
96,1
97,0
98,1
99,2
100,0
101,2
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,2
134,2
135,0
136,0
137,2
138,2
139,2
140,2
141,0
142,0
143,0
144,0
145,0
146,0
147,2
148,2
149,0
150,0
151,2
152,0
153,2
154,2
155,0
156,2
157,0
158,0
159,0
160,0
161,0
162,0
163,2
164,0
165,1
166,1
167,1
168,1
169,2
170,1
171,1
172,0
173,0
174,2
175,2
176,2
177,2
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,1
203,2
204,0
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,0
216,0
217,2
218,1
219,1
220,1
221,0
222,2
223,0
224,0
225,0
226,0
227,2
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,1
240,1
241,1
242,0
243,0
244,2
245,0
246,2
247,2
248,2
249,0
250,2
251,0
252,2
253,0
254,0
255,0
256,2
257,0
258,0
259,0
260,0
261,0
262,2
263,0
264,0
265,0
266,2
267,0
268,0
269,0
270,0
271,0
272,0
273,2
274,1
275,2
276,2
277,1
278,2
279,0
280,0
281,0
282,0
283,0
284,2
285,2
286,2
287,2
288,1
289,1
290,1
291,1
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,2
306,0
307,2
308,2
309,0
310,2
311,0
312,2
313,2
314,2
315,2
316,2
317,2
318,2
319,2
320,2
321,2
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,0
330,2
331,2
332,0
333,2
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,2
347,0
348,2
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,2
371,2
372,2
373,2
374,2
375,2
376,2
377,0
378,2
379,0
380,0
381,0
382,0
383,2
384,0
385,1
386,1
387,2
388,2
389,0
390,2
391,0
392,0
393,0
394,0
395,2
396,0
397,2
398,2
399,2
400,2
401,2
402,2
403,0
404,2
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,1
413,1
414,1
415,1
416,0
417,2
418,2
419,2
420,2
421,2
422,2
423,2
424,2
425,0
426,0
427,0
428,0
429,0
430,0
431,2
432,1
433,1
434,2
435,2
436,2
437,0
438,0
439,0
440,0
441,0
442,0
443,2
444,2
445,2
446,2
447,2
448,0
449,2
450,0
451,2
452,0
453,0
454,0
455,0
456,2
457,0
458,0
459,0
460,0
461,0
462,0
463,2
464,2
465,2
466,2
467,2
468,2
469,2
470,2
471,0
472,0
473,0
474,0
475,0
476,0
477,2
478,1
479,1
480,2
481,2
482,2
483,0
484,0
485,0
486,0
487,0
488,0
489,2
490,2
491,2
492,2
493,2
494,2
495,2
496,2
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,1
506,1
507,1
508,1
509,2
510,0
511,0
512,2
513,2
514,0
515,2
516,2
517,0
518,0
519,2
520,2
521,1
522,1
523,0
524,2
525,0
526,0
527,0
528,0
529,2
530,0
531,0
532,0
533,2
534,0
535,1
536,1
537,0
538,0
539,0
540,0
541,0
542,0
543,2
544,0
545,2
546,2
547,2
548,2
549,2
550,0
551,0
552,0
553,0
554,0
555,1
556,1
557,0
558,0
559,0
560,0
561,0
562,0
563,2
564,0
565,0
566,2
567,0
568,0
569,0
570,0
571,2
572,0
573,0
574,2
575,0
576,2
577,0
578,2
579,2
580,0
581,2
582,0
583,2
584,0
585,2
586,0
587,0
588,2
589,0
590,2
591,0
592,0
593,2
594,1
595,1
596,2
597,1
598,0
599,0
600,0
