コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,2
52,2
53,2
54,0
55,2
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,2
65,2
66,2
67,2
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,2
78,2
79,0
80,0
81,0
82,0
83,2
84,2
85,2
86,2
87,0
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,0
97,0
98,0
99,0
100,2
101,2
102,2
103,2
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,2
114,2
115,2
116,0
117,2
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,2
127,0
128,2
129,0
130,0
131,2
132,0
133,2
134,2
135,0
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,0
146,0
147,0
148,0
149,0
150,0
151,1
152,2
153,0
154,2
155,1
156,0
157,2
158,1
159,2
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,2
168,1
169,2
170,0
171,1
172,2
173,0
174,2
175,1
176,0
177,0
178,1
179,0
180,0
181,0
182,0
183,1
184,2
185,0
186,2
187,1
188,2
189,2
190,2
191,1
192,2
193,0
194,1
195,2
196,0
197,1
198,2
199,0
200,2
201,1
202,0
203,2
204,1
205,2
206,0
207,0
208,0
209,0
210,0
211,0
212,2
213,1
214,2
215,0
216,1
217,2
218,0
219,2
220,1
221,0
222,0
223,1
224,0
225,0
226,0
227,0
228,1
229,2
230,0
231,2
232,1
233,0
234,2
235,1
236,2
237,0
238,0
239,0
240,1
241,0
242,0
243,0
244,2
245,1
246,2
247,0
248,1
249,2
250,2
251,1
252,2
253,0
254,2
255,1
256,0
257,2
258,2
259,1
260,2
261,0
262,1
263,2
264,0
265,2
266,1
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
