コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,1
27,1
28,0
29,0
30,0
31,0
32,1
33,1
34,0
35,1
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,1
46,0
47,1
48,1
49,0
50,0
51,0
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,1
60,0
61,1
62,1
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,1
76,0
77,1
78,0
79,0
80,1
81,0
82,1
83,1
84,0
85,0
86,0
87,0
88,1
89,1
90,0
91,1
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,1
102,0
103,1
104,1
105,0
106,0
107,0
108,0
109,1
110,1
111,0
112,1
113,0
114,0
115,0
116,1
117,0
118,1
119,1
120,0
121,0
122,1
123,0
124,1
125,1
126,1
127,1
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,2
221,2
222,2
223,2
224,0
225,1
226,0
227,0
228,1
229,0
230,0
231,1
232,0
233,0
234,1
235,1
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,1
244,1
245,1
246,1
247,0
248,0
249,1
250,0
251,0
252,1
253,1
254,0
255,0
256,1
257,0
258,0
259,1
260,0
261,0
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,0
273,0
274,1
275,0
276,0
277,1
278,1
