コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,1
27,1
28,0
29,0
30,0
31,0
32,0
33,1
34,0
35,0
36,1
37,0
38,0
39,0
40,0
41,0
42,1
43,1
44,0
45,0
46,0
47,1
48,0
49,0
50,0
51,2
52,0
53,0
54,0
55,0
56,2
57,2
58,2
59,2
60,2
61,1
62,2
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,2
72,2
73,1
74,2
75,0
76,0
77,2
78,2
79,2
80,1
81,0
82,0
83,0
84,0
85,2
86,2
87,1
88,2
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,2
99,1
100,2
101,2
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,2
111,2
112,2
113,0
114,0
115,0
116,0
117,0
118,0
119,2
120,2
121,2
122,2
123,2
124,2
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,2
133,0
134,2
135,2
136,0
137,2
138,1
139,1
140,1
141,2
142,0
143,2
144,1
145,0
146,2
147,2
148,2
149,2
150,0
151,0
152,0
153,0
154,2
155,0
156,2
157,2
158,2
159,2
160,2
161,2
162,1
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,0
186,0
187,0
188,0
189,1
190,0
191,0
192,0
193,0
194,1
195,1
196,1
197,1
198,1
199,2
200,2
201,2
202,2
203,2
204,2
205,2
206,0
207,2
208,2
209,0
210,2
211,2
212,1
213,0
214,2
215,2
216,0
217,2
218,2
219,1
220,2
221,0
222,0
223,0
224,0
225,1
226,2
227,0
228,2
229,0
230,2
231,1
232,2
233,0
234,1
235,2
236,0
237,2
238,0
239,0
240,0
241,0
242,0
243,1
244,0
245,0
246,0
247,1
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,0
264,0
265,1
266,1
267,0
268,2
269,1
270,2
271,0
272,0
273,0
274,0
275,0
276,1
277,1
278,0
