コンボ数,ノーツ
1,1
2,2
3,1
4,2
5,1
6,0
7,1
8,1
9,0
10,1
11,0
12,1
13,0
14,1
15,0
16,1
17,2
18,1
19,2
20,1
21,0
22,1
23,1
24,0
25,1
26,0
27,1
28,0
29,1
30,0
31,1
32,0
33,1
34,0
35,1
36,0
37,1
38,0
39,1
40,1
41,2
42,0
43,0
44,0
45,2
46,0
47,2
48,0
49,2
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,1
65,1
66,0
67,1
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,1
83,1
84,0
85,1
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,1
99,1
100,0
101,1
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,1
136,1
137,1
138,0
139,1
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,1
153,1
154,0
155,1
156,1
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,0
173,1
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,0
195,0
196,2
197,0
198,2
199,2
200,0
201,0
202,1
203,1
204,0
205,1
206,1
207,0
208,0
209,0
210,0
211,0
212,2
213,2
214,0
215,2
216,1
217,0
218,1
219,1
220,0
221,1
222,0
223,0
224,0
225,0
226,0
227,2
228,2
229,0
230,2
231,1
232,0
233,1
234,1
235,0
236,1
237,0
238,0
239,0
240,1
241,1
242,0
243,1
244,1
245,0
246,1
247,1
248,0
249,1
250,1
251,1
252,0
253,1
254,1
255,0
256,1
257,1
258,0
259,1
260,1
261,0
262,1
263,0
264,0
265,0
266,2
267,2
268,0
269,2
270,1
271,0
272,1
273,1
274,0
275,1
276,0
277,0
278,0
279,0
280,0
281,2
282,2
283,0
284,2
285,1
286,0
287,1
288,1
289,0
290,1
291,0
292,0
293,0
294,0
295,0
296,2
297,0
298,2
299,2
300,0
301,0
302,1
303,1
304,0
305,1
306,1
307,0
308,0
309,0
310,1
311,1
312,0
313,1
314,1
315,0
316,1
317,1
318,1
319,0
320,1
321,1
322,0
323,1
324,1
325,0
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,0
336,0
337,0
338,2
339,2
340,0
341,2
342,1
343,0
344,1
345,1
346,0
347,1
348,0
349,0
350,0
351,0
352,2
353,0
354,2
355,2
356,0
357,0
358,1
359,1
360,0
361,1
362,1
363,0
364,0
365,0
366,0
367,2
368,0
369,2
370,2
371,0
372,0
373,1
374,1
375,0
376,1
377,1
378,0
379,0
380,1
381,0
382,1
383,1
384,0
385,1
386,1
387,0
388,1
389,1
390,0
391,1
392,0
393,1
394,1
395,0
396,1
397,1
398,0
399,1
400,1
401,0
402,1
403,1
404,0
405,0
406,2
407,0
408,2
409,2
410,0
411,0
412,1
413,1
414,0
415,1
416,1
417,0
418,0
419,0
420,0
421,2
422,0
423,2
424,2
425,0
426,0
427,1
428,1
429,0
430,1
431,1
432,0
433,0
434,0
435,0
436,0
437,0
438,2
439,2
440,0
441,2
442,1
443,0
444,1
445,1
446,0
447,1
448,0
449,0
450,1
451,0
452,1
453,1
454,0
455,1
456,1
457,0
458,1
459,0
460,1
461,1
462,0
463,1
464,1
465,0
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,2
484,0
485,2
486,2
487,0
488,2
489,1
490,1
491,1
492,1
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,2
502,2
503,0
504,2
505,2
506,1
507,1
508,1
509,1
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,2
518,0
519,2
520,2
521,0
522,2
523,1
524,1
525,1
526,1
527,1
528,0
529,1
530,1
531,0
532,0
533,1
534,1
535,0
536,1
537,0
538,1
539,1
540,0
541,1
542,1
543,0
544,1
545,1
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,2
556,2
557,0
558,2
559,2
560,1
561,1
562,1
563,1
