コンボ数,ノーツ
1,2
2,0
3,1
4,0
5,0
6,1
7,0
8,0
9,1
10,0
11,0
12,1
13,0
14,0
15,1
16,0
17,0
18,2
19,0
20,1
21,0
22,0
23,1
24,0
25,0
26,1
27,0
28,0
29,1
30,0
31,0
32,1
33,2
34,0
35,0
36,0
37,2
38,1
39,0
40,0
41,1
42,0
43,0
44,1
45,0
46,0
47,1
48,0
49,0
50,1
51,0
52,0
53,0
54,2
55,1
56,0
57,0
58,1
59,0
60,0
61,1
62,0
63,0
64,1
65,0
66,0
67,1
68,0
69,0
70,2
71,0
72,0
73,1
74,0
75,0
76,1
77,0
78,1
79,0
80,1
81,1
82,0
83,1
84,0
85,0
86,1
87,1
88,2
89,0
90,2
91,1
92,0
93,0
94,1
95,0
96,1
97,0
98,1
99,1
100,0
101,1
102,0
103,0
104,1
105,2
106,0
107,2
108,0
109,1
110,0
111,0
112,1
113,0
114,1
115,0
116,1
117,1
118,0
119,1
120,0
121,0
122,1
123,0
124,2
125,0
126,2
127,1
128,0
129,0
130,1
131,0
132,1
133,0
134,1
135,1
136,0
137,1
138,0
139,0
140,1
141,0
142,0
143,2
144,0
145,2
146,0
147,2
148,1
149,0
150,1
151,0
152,1
153,2
154,0
155,2
156,0
157,2
158,1
159,0
160,1
161,0
162,2
163,1
164,2
165,2
166,1
167,2
168,0
169,2
170,1
171,1
172,0
173,1
174,0
175,1
176,0
177,0
178,1
179,0
180,1
181,0
182,1
183,2
184,0
185,2
186,0
187,2
188,1
189,0
190,0
191,1
192,0
193,0
194,1
195,0
196,0
197,1
198,2
199,0
200,1
201,2
202,0
203,2
204,2
205,0
206,2
207,2
208,2
209,0
210,2
211,0
212,0
213,0
214,0
215,0
216,0
217,1
218,0
219,1
220,0
221,1
222,0
223,1
224,0
225,2
226,0
227,2
228,1
229,2
230,0
231,1
232,0
233,1
234,0
235,2
236,0
237,2
238,1
239,2
240,1
241,2
242,0
243,1
244,2
245,2
246,1
247,0
248,2
249,1
250,2
251,0
252,1
253,0
254,1
255,0
256,1
257,0
258,1
259,0
260,1
261,0
262,1
263,0
264,2
265,0
266,2
267,1
268,2
269,0
270,0
271,1
272,0
273,0
274,1
275,0
276,0
277,1
278,0
279,2
280,1
281,0
282,1
283,2
284,0
285,2
286,2
287,0
288,2
289,1
290,2
291,2
292,2
293,2
294,1
295,2
296,2
297,2
298,2
299,2
300,1
301,2
302,1
303,1
304,1
305,1
306,2
307,2
308,2
309,2
310,1
311,2
312,1
313,2
314,1
315,2
316,1
317,2
318,0
319,0
320,2
321,0
322,2
323,0
324,2
325,0
326,2
327,0
328,2
329,0
330,2
331,0
332,0
333,2
334,0
335,2
336,0
337,1
338,0
339,1
340,0
341,1
342,0
343,1
344,0
345,1
346,0
347,1
348,2
349,0
350,0
351,0
352,0
353,0
354,0
355,2
356,0
357,0
358,0
359,2
360,0
361,0
362,0
363,0
364,0
365,0
366,2
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,2
393,2
394,2
395,2
396,0
397,0
398,0
399,0
400,1
401,1
402,1
403,1
404,2
405,2
406,2
407,2
408,0
409,0
410,1
411,0
412,1
413,1
414,1
415,1
416,2
417,2
418,2
419,2
420,0
421,0
422,0
423,0
424,1
425,0
426,0
427,1
428,0
429,0
430,1
431,0
432,0
433,0
434,0
435,0
436,0
437,2
438,2
439,2
440,2
441,0
442,0
443,1
444,1
445,1
446,1
447,2
448,2
449,2
450,2
451,0
452,0
453,0
454,0
455,1
456,1
457,1
458,1
459,2
460,2
461,2
462,2
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,2
475,1
476,1
477,1
478,2
479,1
480,1
481,2
482,1
483,1
484,2
485,1
486,1
487,2
488,2
489,2
490,2
491,2
492,0
493,0
494,0
495,0
496,1
497,1
498,1
499,1
500,2
501,2
502,2
503,2
504,0
505,0
506,0
507,1
508,1
509,1
510,1
511,1
512,2
513,2
514,2
515,2
516,0
517,0
518,0
519,0
520,1
521,0
522,0
523,1
524,0
525,0
526,1
527,0
528,0
529,0
530,1
531,2
532,2
533,2
534,2
535,0
536,0
537,0
538,0
539,1
540,1
541,1
542,1
543,2
544,2
545,2
546,2
547,0
548,0
549,0
550,0
551,1
552,1
553,1
554,1
555,2
556,2
557,2
558,2
559,0
560,0
561,2
562,2
563,2
564,2
565,2
566,2
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,2
582,2
583,2
584,2
585,2
586,2
587,0
588,0
589,2
590,2
591,2
592,2
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,2
602,2
603,2
604,2
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,2
616,2
617,2
618,2
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,1
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,2
636,2
637,2
638,2
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,2
648,2
649,2
650,2
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,2
662,2
663,2
664,2
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,2
678,1
679,1
680,1
681,1
682,2
683,1
684,1
685,2
686,2
687,2
688,2
689,2
690,2
691,2
692,2
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,2
702,2
703,2
704,2
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,2
715,2
716,2
717,2
718,2
719,2
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,1
732,1
733,1
734,2
735,2
736,2
737,2
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,2
747,2
748,2
749,2
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,2
761,2
762,2
763,2
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,2
775,0
776,2
777,2
778,0
779,0
780,2
781,0
782,0
783,0
784,2
785,0
786,0
787,0
788,2
789,0
790,0
791,2
792,0
793,0
794,2
795,0
796,0
797,0
798,2
799,0
800,0
801,0
802,2
803,0
804,0
805,2
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,2
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,2
833,0
834,0
835,0
836,0
837,2
838,0
839,0
840,2
841,0
842,0
843,0
844,0
845,2
846,2
847,0
848,0
849,0
850,0
851,2
852,0
853,0
854,2
855,0
856,0
857,0
858,0
859,2
860,2
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,2
878,0
879,0
880,0
