コンボ数,ノーツ
1,2
2,1
3,2
4,1
5,2
6,1
7,1
8,2
9,2
10,1
11,1
12,2
13,2
14,2
15,1
16,2
17,2
18,1
19,2
20,1
21,2
22,1
23,2
24,1
25,1
26,2
27,2
28,1
29,1
30,2
31,2
32,2
33,1
34,1
35,2
36,0
37,2
38,2
39,0
40,2
41,0
42,0
43,2
44,1
45,2
46,0
47,2
48,2
49,0
50,0
51,0
52,1
53,2
54,0
55,2
56,2
57,0
58,2
59,0
60,0
61,2
62,1
63,2
64,0
65,0
66,1
67,2
68,0
69,2
70,0
71,2
72,1
73,2
74,0
75,2
76,2
77,0
78,0
79,0
80,2
81,1
82,0
83,2
84,2
85,0
86,2
87,0
88,0
89,2
90,1
91,2
92,0
93,2
94,2
95,0
96,0
97,0
98,1
99,2
100,1
101,2
102,2
103,1
104,2
105,1
106,1
107,2
108,1
109,2
110,2
111,1
112,2
113,1
114,0
115,2
116,0
117,0
118,2
119,0
120,0
121,0
122,0
123,2
124,0
125,2
126,0
127,2
128,2
129,2
130,2
131,0
132,2
133,2
134,0
135,2
136,0
137,2
138,0
139,2
140,2
141,2
142,0
143,2
144,2
145,1
146,2
147,2
148,2
149,2
150,1
151,2
152,0
153,2
154,0
155,2
156,2
157,1
158,0
159,2
160,0
161,0
162,0
163,0
164,2
165,0
166,2
167,0
168,2
169,0
170,2
171,2
172,2
173,2
174,0
175,0
176,2
177,0
178,2
179,0
180,2
181,2
182,2
183,2
184,2
185,0
186,1
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,0
195,2
196,0
197,2
198,1
199,2
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,2
209,0
210,2
211,0
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,0
230,1
231,0
232,0
233,1
234,1
235,0
236,1
237,0
238,2
239,1
240,2
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,2
249,0
250,2
251,0
252,2
253,0
254,2
255,2
256,2
257,2
258,2
259,0
260,2
261,0
262,2
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,1
271,1
272,1
273,1
274,2
275,2
276,0
277,2
278,2
279,2
280,2
281,2
282,1
283,1
284,0
285,1
286,0
287,2
288,0
289,1
290,0
291,0
292,1
293,0
294,2
295,0
296,2
297,1
298,2
299,2
300,1
301,2
302,1
303,0
304,2
305,0
306,0
307,1
308,0
309,0
310,1
311,0
312,0
313,2
314,1
315,2
316,1
317,0
318,0
319,0
320,0
321,2
322,2
323,0
324,0
325,0
326,0
327,2
328,2
329,0
330,2
331,2
332,0
333,2
334,0
335,0
336,0
337,0
338,1
339,2
340,1
341,2
342,1
343,2
344,1
345,2
346,1
347,0
348,1
349,2
350,0
351,0
352,1
353,0
354,0
355,1
356,2
357,0
358,0
359,2
360,1
361,2
362,2
363,1
364,2
365,1
366,0
367,0
368,2
369,0
370,1
371,0
372,0
373,1
374,0
375,2
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,1
384,0
385,1
386,1
387,0
388,1
389,1
390,1
391,1
392,0
393,1
394,1
395,0
396,1
397,1
398,1
399,1
400,0
401,1
402,1
403,0
404,1
405,1
406,1
407,1
408,0
409,1
410,1
411,2
412,1
413,2
414,2
415,2
416,2
417,2
418,2
419,2
420,2
421,2
422,2
423,2
424,1
425,1
426,2
427,2
428,2
429,2
430,2
431,2
432,0
433,0
434,1
435,1
436,2
437,1
438,0
439,2
440,0
441,2
442,2
443,0
444,2
445,2
446,2
447,0
448,0
449,2
450,2
451,0
452,2
453,2
454,2
455,2
456,2
457,2
458,2
459,2
460,2
461,2
462,1
463,2
464,0
465,2
466,2
467,1
468,2
469,2
470,0
471,2
472,2
473,1
474,2
475,0
476,2
477,2
478,2
479,0
480,2
481,0
482,2
483,2
484,2
485,2
486,2
487,1
488,1
489,0
490,0
491,2
492,2
493,2
494,2
495,2
496,2
497,0
498,2
499,1
500,1
501,2
502,1
503,2
504,2
505,2
506,1
507,2
508,1
509,1
510,2
511,0
512,0
513,2
514,2
515,0
516,2
517,2
518,2
519,2
520,0
521,2
522,0
523,2
524,2
525,0
526,2
527,2
528,2
529,2
530,2
531,2
532,2
533,2
534,2
535,2
536,1
537,2
538,0
539,2
540,2
541,1
542,2
543,2
544,0
545,2
546,2
547,1
548,0
549,2
550,2
551,0
552,2
553,2
554,2
555,0
556,2
557,2
558,2
559,2
560,1
561,1
562,0
563,0
564,2
565,2
566,2
567,2
568,2
569,0
570,2
571,2
572,1
573,1
574,2
575,1
576,0
577,1
578,1
579,1
580,2
581,1
582,0
583,1
584,0
585,1
586,0
587,1
588,2
589,0
590,1
591,1
592,1
593,1
594,2
595,1
596,0
597,1
598,0
599,1
600,0
601,1
602,2
603,0
604,1
605,2
606,2
607,2
608,1
609,1
610,1
611,2
612,0
613,1
614,0
615,1
616,0
617,1
618,0
619,2
620,1
621,1
622,1
623,1
624,0
625,2
626,0
627,1
628,0
629,1
630,0
631,1
632,0
633,2
634,1
635,1
636,0
637,1
638,0
639,0
640,2
641,2
642,0
643,0
644,0
645,0
646,2
647,0
648,2
649,2
650,0
651,2
652,2
653,2
654,2
655,2
656,0
657,0
658,0
659,1
660,0
661,2
662,0
663,2
664,0
665,0
666,0
667,0
668,2
669,0
670,2
671,0
672,2
673,2
674,2
675,2
676,2
677,2
678,0
679,0
680,1
681,0
682,0
683,0
684,2
685,0
686,2
687,0
688,0
689,2
690,1
691,2
692,0
693,0
694,2
695,2
696,2
697,2
698,2
699,2
700,0
701,0
702,0
703,1
704,1
705,0
706,1
707,1
708,0
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,0
726,0
727,0
728,0
729,1
730,1
731,2
732,2
733,2
734,2
735,2
736,2
737,2
738,2
739,2
740,2
741,2
742,2
743,2
744,2
745,2
746,2
747,2
748,2
749,1
750,2
751,0
752,0
753,2
754,2
755,0
756,2
757,2
758,2
759,2
760,0
761,2
762,0
763,2
764,2
765,0
766,2
767,2
768,2
769,2
770,2
771,2
772,2
773,2
774,2
775,2
776,1
777,2
778,0
779,2
780,2
781,1
782,2
783,2
784,0
785,2
786,2
787,1
788,0
789,2
790,2
791,0
792,2
793,2
794,2
795,2
796,0
797,2
798,2
799,2
800,2
801,2
802,2
803,1
804,1
805,0
806,0
807,2
808,2
809,2
810,2
811,2
812,0
813,2
814,2
815,1
816,1
817,1
818,2
819,2
820,2
821,2
822,0
823,2
824,0
825,0
826,1
827,0
828,1
829,0
830,0
831,0
832,1
833,0
834,1
835,0
836,0
837,0
838,1
839,0
840,1
841,0
842,0
843,0
844,1
845,0
846,1
847,0
848,0
849,0
850,1
851,0
852,1
853,0
854,0
855,0
856,1
857,0
858,1
859,0
860,0
861,1
862,0
863,1
864,1
865,0
866,1
867,1
868,0
869,1
870,1
871,0
872,1
873,1
874,0
875,1
876,0
877,0
878,0
879,1
880,0
881,1
882,0
883,0
884,0
885,1
886,0
887,1
888,0
889,0
890,0
891,1
892,0
893,1
894,0
895,0
896,0
897,1
898,0
899,1
900,0
901,0
902,0
903,1
904,0
905,1
906,0
907,0
908,0
909,1
910,0
911,1
912,0
913,0
914,0
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,2
923,1
924,2
925,0
926,2
927,2
928,0
929,0
930,0
931,1
932,2
933,0
934,2
935,2
936,0
937,2
938,0
939,0
940,2
941,1
942,2
943,0
944,2
945,2
946,0
947,0
948,0
949,1
950,2
951,0
952,2
953,0
954,2
955,1
956,2
957,0
958,0
959,1
960,2
961,0
962,2
963,2
964,0
965,2
966,0
967,0
968,2
969,1
970,2
971,0
972,2
973,2
974,0
975,0
976,0
977,1
978,2
979,0
980,2
981,2
982,0
983,2
984,0
985,0
986,0
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,0
996,2
997,1
998,2
999,1
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
