コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,1
15,1
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,1
45,1
46,1
47,1
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,0
66,2
67,2
68,0
69,2
70,1
71,2
72,2
73,0
74,1
75,2
76,2
77,0
78,2
79,2
80,0
81,2
82,1
83,2
84,0
85,2
86,1
87,2
88,0
89,2
90,2
91,0
92,2
93,1
94,2
95,2
96,0
97,1
98,2
99,2
100,0
101,2
102,2
103,0
104,2
105,1
106,2
107,0
108,2
109,1
110,2
111,2
112,0
113,2
114,2
115,0
116,2
117,1
118,2
119,0
120,2
121,1
122,2
123,2
124,0
125,2
126,2
127,0
128,1
129,2
130,2
131,0
132,2
133,1
134,2
135,0
136,2
137,2
138,0
139,2
140,1
141,2
142,0
143,2
144,1
145,2
146,2
147,0
148,2
149,2
150,0
151,1
152,2
153,2
154,0
155,2
156,1
157,0
158,2
159,0
160,0
161,2
162,2
163,0
164,0
165,2
166,0
167,2
168,0
169,0
170,2
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,2
181,0
182,0
183,2
184,0
185,0
186,2
187,0
188,0
189,2
190,0
191,2
192,0
193,0
194,2
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,2
204,2
205,2
206,2
207,0
208,2
209,2
210,2
211,0
212,2
213,2
214,2
215,2
216,2
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,2
227,2
228,2
229,2
230,0
231,2
232,2
233,2
234,0
235,2
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,2
250,2
251,0
252,2
253,0
254,0
255,2
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,2
264,2
265,0
266,2
267,0
268,0
269,2
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,2
278,2
