コンボ数,ノーツ
1,0
2,0
3,0
4,2
5,0
6,2
7,0
8,2
9,1
10,1
11,1
12,1
13,1
14,1
15,0
16,0
17,0
18,2
19,2
20,0
21,2
22,0
23,1
24,1
25,1
26,1
27,1
28,1
29,0
30,0
31,0
32,2
33,0
34,2
35,0
36,2
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,0
45,0
46,2
47,2
48,0
49,2
50,0
51,1
52,1
53,1
54,0
55,0
56,0
57,0
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,1
66,1
67,1
68,0
69,0
70,0
71,0
72,0
73,0
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,1
82,1
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,1
98,1
99,1
100,0
101,0
102,0
103,0
104,0
105,0
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,2
132,0
133,2
134,2
135,0
136,2
137,0
138,0
139,0
140,0
141,0
142,2
143,0
144,2
145,2
146,0
147,2
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,2
178,0
179,2
180,0
181,2
182,2
183,0
184,0
185,0
186,0
187,0
188,0
189,2
190,0
191,2
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,1
202,1
203,1
204,1
205,1
206,1
207,0
208,0
209,0
210,0
211,2
212,0
213,0
214,2
215,0
216,0
217,0
218,2
219,0
220,0
221,0
222,2
223,0
224,0
225,0
226,2
227,0
228,2
229,2
230,2
231,2
232,2
233,2
234,2
235,2
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,2
269,0
270,0
271,2
272,0
273,0
274,0
275,0
276,2
277,0
278,0
