コンボ数,ノーツ
1,2
2,2
3,2
4,2
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,2
14,0
15,2
16,2
17,2
18,2
19,0
20,2
21,0
22,2
23,0
24,2
25,2
26,2
27,2
28,2
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,2
39,2
40,2
41,2
42,0
43,2
44,0
45,2
46,0
47,2
48,2
49,2
50,0
51,2
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,2
63,2
64,2
65,2
66,0
67,2
68,0
69,2
70,0
71,2
72,2
73,2
74,2
75,2
76,0
77,2
78,0
79,2
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,2
89,0
90,2
91,2
92,2
93,2
94,0
95,2
96,0
97,2
98,0
99,2
100,0
101,2
102,2
103,2
104,2
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,1
122,1
123,1
124,0
125,0
126,0
127,0
128,2
129,0
130,2
131,2
132,0
133,0
134,2
135,2
136,0
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,0
149,0
150,2
151,2
152,0
153,2
154,0
155,0
156,0
157,0
158,0
159,1
160,0
161,1
162,1
163,0
164,0
165,0
166,0
167,0
168,1
169,1
170,0
171,1
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,1
187,0
188,1
189,0
190,0
191,1
192,0
193,1
194,1
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,2
257,2
258,0
259,0
260,0
261,2
262,0
263,2
264,2
265,0
266,2
