コンボ数,ノーツ
1,2
2,0
3,2
4,2
5,0
6,2
7,2
8,0
9,2
10,2
11,0
12,1
13,1
14,2
15,0
16,1
17,2
18,0
19,2
20,2
21,1
22,1
23,2
24,1
25,1
26,2
27,1
28,1
29,1
30,2
31,1
32,0
33,2
34,1
35,0
36,2
37,2
38,0
39,2
40,0
41,2
42,1
43,1
44,1
45,2
46,0
47,1
48,2
49,0
50,2
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,1
61,1
62,1
63,1
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,1
76,1
77,1
78,1
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,1
106,1
107,1
108,0
109,0
110,0
111,0
112,2
113,0
114,1
115,1
116,2
117,1
118,0
119,0
120,2
121,0
122,2
123,0
124,0
125,0
126,0
127,2
128,0
129,2
130,0
131,0
132,2
133,0
134,0
135,0
136,2
137,0
138,0
139,0
140,0
141,2
142,0
143,1
144,1
145,2
146,1
147,0
148,0
149,2
150,0
151,2
152,0
153,0
154,0
155,0
156,2
157,1
158,1
159,2
160,0
161,1
162,1
163,0
164,0
165,2
166,1
167,1
168,2
169,0
170,0
171,0
172,1
173,1
174,0
175,1
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,1
193,1
194,1
195,0
196,0
197,2
198,0
199,2
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,2
227,0
228,0
229,2
230,0
231,0
232,2
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,2
242,0
243,0
244,2
245,0
246,0
247,2
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,2
259,0
260,0
261,2
262,1
263,1
264,1
265,2
266,1
267,1
268,1
269,0
270,0
271,1
272,1
273,0
274,0
275,1
276,0
277,0
278,1
279,0
280,1
281,1
282,0
283,1
284,0
285,2
286,0
287,2
288,2
289,0
290,2
291,2
292,0
293,2
294,0
295,2
296,0
297,2
298,2
299,0
300,2
301,2
302,0
303,2
304,2
305,0
306,2
307,2
308,0
309,0
310,2
311,2
312,0
313,2
314,2
315,0
316,2
317,2
318,0
319,2
320,0
321,2
322,0
323,2
324,2
325,0
326,2
327,2
328,0
329,2
330,2
331,0
332,0
333,2
334,2
335,2
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,2
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,1
384,1
385,0
386,0
387,1
388,1
389,0
390,0
391,1
392,1
393,0
394,0
395,1
396,1
397,0
398,0
399,2
400,0
401,2
402,0
403,0
404,2
405,0
406,0
407,2
408,2
409,0
410,0
411,2
412,0
413,0
414,2
415,2
416,2
417,0
418,2
419,0
420,2
421,0
422,0
423,2
424,0
425,2
426,0
427,2
428,2
429,0
430,2
431,2
432,0
433,2
434,0
435,2
436,0
437,2
438,2
439,0
440,2
441,2
442,0
443,2
444,2
445,0
446,0
447,2
448,2
449,2
450,2
451,2
452,2
453,2
454,2
455,2
456,2
457,2
458,2
459,2
460,2
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,2
475,2
476,2
477,2
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,2
490,2
491,2
492,2
493,2
494,2
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,1
505,1
506,1
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,1
516,1
517,1
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,1
552,1
553,1
554,0
555,0
556,2
557,0
558,1
559,2
560,1
561,1
562,1
563,2
564,0
565,2
566,0
567,1
568,2
569,1
570,1
571,1
572,2
573,2
574,0
575,0
576,2
577,1
578,1
579,1
580,2
581,1
582,1
583,2
584,1
585,1
586,1
587,2
588,1
589,1
590,1
591,2
592,1
593,1
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,1
612,0
613,1
614,1
615,0
616,1
617,0
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,2
626,0
627,0
628,2
629,0
630,0
631,0
632,2
633,0
634,0
635,2
636,0
637,0
638,0
639,0
640,2
641,0
642,0
643,2
644,0
645,0
646,0
647,0
648,0
649,2
650,0
651,0
652,2
653,0
654,0
655,0
656,2
657,0
658,0
659,2
660,0
661,0
662,0
663,0
664,0
665,2
666,0
667,0
668,2
669,0
670,0
671,0
672,0
673,2
674,0
675,2
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,2
689,0
690,2
691,0
692,0
693,0
694,0
695,2
696,0
697,0
698,2
699,0
700,0
701,0
702,0
703,2
704,0
705,2
706,0
707,0
708,0
709,0
710,2
711,0
712,0
713,2
714,0
715,0
716,0
717,0
718,0
719,2
720,0
721,2
722,2
723,0
724,2
725,2
726,0
727,2
728,2
729,0
730,2
731,2
732,0
733,2
734,1
735,2
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,2
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,1
790,1
791,1
792,1
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,1
804,1
805,0
806,1
807,1
808,0
809,1
810,1
811,0
812,1
813,1
814,0
815,1
816,1
817,0
818,1
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,0
833,1
834,0
835,1
836,1
837,0
838,1
839,0
840,0
841,0
842,1
843,0
844,0
845,1
846,0
847,0
848,0
849,1
850,0
851,0
852,1
853,0
854,1
855,1
856,0
857,1
858,1
859,0
860,1
861,1
862,0
863,0
864,0
865,1
866,1
867,0
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,1
892,1
893,1
894,0
895,1
896,1
897,0
898,0
899,0
900,1
901,1
902,1
903,0
904,1
905,1
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,1
914,0
915,0
916,1
917,0
918,0
919,0
920,1
921,0
922,0
923,0
924,1
925,0
926,0
927,0
928,1
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,1
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,1
1001,1
1002,1
1003,1
1004,1
