コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,1.38,1.633333,0,0,0,0,0,27.0,0.0,0.0
2,1,1.39,0.016667,0,0,0,0,0,NaN,NaN,NaN
3,1,1.41,0.033333,0,0,0,0,0,NaN,NaN,NaN
4,1,1.59,0.300000,0,0,0,0,0,NaN,NaN,NaN
5,1,2.01,0.033333,0,0,0,0,0,NaN,NaN,NaN
6,1,2.02,0.016667,0,0,0,0,0,NaN,NaN,NaN
7,1,2.14,0.200000,0,0,0,0,0,NaN,NaN,NaN
8,1,2.26,0.200000,0,0,0,0,0,NaN,NaN,NaN
9,1,2.28,0.033333,0,0,0,0,0,NaN,NaN,NaN
10,1,2.29,0.016667,0,0,0,0,0,NaN,NaN,NaN
11,1,2.45,0.266667,0,0,0,0,0,NaN,NaN,NaN
12,1,2.46,0.016667,0,0,0,0,0,NaN,NaN,NaN
13,1,2.48,0.033333,0,0,0,0,0,NaN,NaN,NaN
14,1,3.03,0.250000,0,0,0,0,0,NaN,NaN,NaN
16,2,3.15,0.200000,0,0,0,0,0,NaN,NaN,NaN
17,1,3.27,0.200000,0,0,0,0,0,NaN,NaN,NaN
19,2,3.33,0.100000,0,0,0,0,0,NaN,NaN,NaN
20,1,3.45,0.200000,0,0,0,0,0,NaN,NaN,NaN
22,2,3.52,0.116667,0,0,0,0,0,NaN,NaN,NaN
24,2,4.04,0.200000,0,0,0,0,0,NaN,NaN,NaN
26,2,4.28,0.400000,0,0,0,0,0,NaN,NaN,NaN
27,1,4.34,0.100000,0,0,0,0,0,NaN,NaN,NaN
28,1,4.40,0.100000,0,0,0,0,0,NaN,NaN,NaN
29,1,4.46,0.100000,0,0,0,0,0,NaN,NaN,NaN
30,1,4.52,0.100000,0,0,0,0,0,NaN,NaN,NaN
31,1,4.54,0.033333,0,0,0,0,0,NaN,NaN,NaN
32,1,4.55,0.016667,0,0,0,0,0,NaN,NaN,NaN
33,1,5.11,0.266667,0,0,0,0,0,NaN,NaN,NaN
34,1,5.12,0.016667,0,0,0,0,0,NaN,NaN,NaN
35,1,5.14,0.033333,0,0,0,0,0,NaN,NaN,NaN
36,1,5.29,0.250000,0,0,0,0,0,NaN,NaN,NaN
37,1,5.41,0.200000,0,0,0,0,0,NaN,NaN,NaN
38,1,5.43,0.033333,0,0,0,0,0,NaN,NaN,NaN
39,1,5.44,0.016667,0,0,0,0,0,NaN,NaN,NaN
40,1,5.59,0.250000,0,0,0,0,0,NaN,NaN,NaN
41,1,6.01,0.033333,0,0,0,0,0,NaN,NaN,NaN
42,1,6.02,0.016667,0,0,0,0,0,NaN,NaN,NaN
43,1,6.17,0.250000,0,0,0,0,0,NaN,NaN,NaN
45,2,6.30,0.216667,0,0,0,0,0,NaN,NaN,NaN
46,1,6.42,0.200000,0,0,0,0,0,NaN,NaN,NaN
48,2,6.48,0.100000,0,0,0,0,0,NaN,NaN,NaN
49,1,7.00,0.200000,0,0,0,0,0,NaN,NaN,NaN
51,2,7.06,0.100000,0,0,0,0,0,NaN,NaN,NaN
53,2,7.18,0.200000,0,0,0,0,0,NaN,NaN,NaN
55,2,7.43,0.416667,0,0,0,0,0,NaN,NaN,NaN
