コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
2,2,1.34,1.566667,0,0,0,0,0,27.0,0.0,0.0
4,2,1.58,0.400000,0,0,0,0,0,NaN,NaN,NaN
6,2,2.21,0.383333,0,0,0,0,0,NaN,NaN,NaN
8,2,2.45,0.400000,0,0,0,0,0,NaN,NaN,NaN
10,2,2.57,0.200000,0,0,0,0,0,NaN,NaN,NaN
11,1,3.09,0.200000,0,0,0,0,0,NaN,NaN,NaN
13,2,3.32,0.383333,0,0,0,0,0,NaN,NaN,NaN
15,2,3.56,0.400000,0,0,0,0,0,NaN,NaN,NaN
17,2,4.08,0.200000,0,0,0,0,0,NaN,NaN,NaN
19,2,4.20,0.200000,0,0,0,0,0,NaN,NaN,NaN
21,2,4.43,0.383333,0,0,0,0,0,NaN,NaN,NaN
23,2,5.07,0.400000,0,0,0,0,0,NaN,NaN,NaN
24,1,5.25,0.300000,0,0,0,0,0,NaN,NaN,NaN
26,2,5.31,0.100000,0,0,0,0,0,NaN,NaN,NaN
27,1,5.37,0.100000,0,0,0,0,0,NaN,NaN,NaN
28,1,5.43,0.100000,0,0,0,0,0,NaN,NaN,NaN
30,2,5.54,0.183333,0,0,0,0,0,NaN,NaN,NaN
32,2,6.18,0.400000,0,0,0,0,0,NaN,NaN,NaN
34,2,6.42,0.400000,0,0,0,0,0,NaN,NaN,NaN
35,1,7.00,0.300000,0,0,0,0,0,NaN,NaN,NaN
37,2,7.06,0.100000,0,0,0,0,0,NaN,NaN,NaN
38,1,7.11,0.083333,0,0,0,0,0,NaN,NaN,NaN
39,1,7.17,0.100000,0,0,0,0,0,NaN,NaN,NaN
41,2,7.29,0.200000,0,0,0,0,0,NaN,NaN,NaN
43,2,7.53,0.400000,0,0,0,0,0,NaN,NaN,NaN
45,2,8.17,0.400000,0,0,0,0,0,NaN,NaN,NaN
47,2,8.40,0.383333,0,0,0,0,0,NaN,NaN,NaN
49,2,9.04,0.400000,0,0,0,0,0,NaN,NaN,NaN
51,2,9.16,0.200000,0,0,0,0,0,NaN,NaN,NaN
52,1,9.28,0.200000,0,0,0,0,0,NaN,NaN,NaN
54,2,9.51,0.383333,0,0,0,0,0,NaN,NaN,NaN
56,2,10.15,0.400000,0,0,0,0,0,NaN,NaN,NaN
58,2,10.39,0.400000,0,0,0,0,0,NaN,NaN,NaN
59,1,10.51,0.200000,0,0,0,0,0,NaN,NaN,NaN
60,1,11.02,0.183333,0,0,0,0,0,NaN,NaN,NaN
62,2,11.26,0.400000,0,0,0,0,0,NaN,NaN,NaN
63,1,11.38,0.200000,0,0,0,0,0,NaN,NaN,NaN
65,2,12.02,0.400000,0,0,0,0,0,NaN,NaN,NaN
66,1,12.13,0.183333,0,0,0,0,0,NaN,NaN,NaN
68,2,12.37,0.400000,0,0,0,0,0,NaN,NaN,NaN
70,2,12.49,0.200000,0,0,0,0,0,NaN,NaN,NaN
71,1,13.01,0.200000,0,0,0,0,0,NaN,NaN,NaN
72,1,13.07,0.100000,0,0,0,0,0,NaN,NaN,NaN
73,1,13.13,0.100000,0,0,0,0,0,NaN,NaN,NaN
74,1,13.24,0.183333,0,0,0,0,0,NaN,NaN,NaN
75,1,13.30,0.100000,0,0,0,0,0,NaN,NaN,NaN
76,1,13.36,0.100000,0,0,0,0,0,NaN,NaN,NaN
77,1,13.42,0.100000,0,0,0,0,0,NaN,NaN,NaN
78,1,13.48,0.100000,0,0,0,0,0,NaN,NaN,NaN
79,1,13.54,0.100000,0,0,0,0,0,NaN,NaN,NaN
80,1,14.00,0.100000,0,0,0,0,0,NaN,NaN,NaN
82,2,14.12,0.200000,0,0,0,0,0,NaN,NaN,NaN
84,2,14.36,0.400000,0,0,0,0,0,NaN,NaN,NaN
86,2,14.59,0.383333,0,0,0,0,0,NaN,NaN,NaN
88,2,15.23,0.400000,0,0,0,0,0,NaN,NaN,NaN
90,2,15.35,0.200000,0,0,0,0,0,NaN,NaN,NaN
91,1,15.47,0.200000,0,0,0,0,0,NaN,NaN,NaN
93,2,16.10,0.383333,0,0,0,0,0,NaN,NaN,NaN
95,2,16.34,0.400000,0,0,0,0,0,NaN,NaN,NaN
97,2,16.46,0.200000,0,0,0,0,0,NaN,NaN,NaN
99,2,16.58,0.200000,0,0,0,0,0,NaN,NaN,NaN
101,2,17.21,0.383333,0,0,0,0,0,NaN,NaN,NaN
103,2,17.45,0.400000,0,0,0,0,0,NaN,NaN,NaN
105,2,18.09,0.400000,0,0,0,0,0,NaN,NaN,NaN
106,1,18.26,0.283333,0,0,0,0,0,NaN,NaN,NaN
107,1,18.32,0.100000,0,0,0,0,0,NaN,NaN,NaN
108,1,18.44,0.200000,0,0,0,0,0,NaN,NaN,NaN
110,2,18.56,0.200000,0,0,0,0,0,NaN,NaN,NaN
112,2,19.20,0.400000,0,0,0,0,0,NaN,NaN,NaN
114,2,19.43,0.383333,0,0,0,0,0,NaN,NaN,NaN
116,2,20.07,0.400000,0,0,0,0,0,NaN,NaN,NaN
118,2,20.31,0.400000,0,0,0,0,0,NaN,NaN,NaN
120,2,20.54,0.383333,0,0,0,0,0,NaN,NaN,NaN
