コンボ数,ノーツ数,時間,時間差,ミタマ1,ミタマ2,ミタマ3,ミタマ4,ミタマ5,レベル,最大スコア,最適バースト位置
1,1,5.13,5.216667,0,0,0,0,0,26.0,0.0,0.0
2,1,5.26,0.216667,0,0,0,0,0,NaN,NaN,NaN
3,1,5.45,0.316667,0,0,0,0,0,NaN,NaN,NaN
4,1,5.58,0.216667,0,0,0,0,0,NaN,NaN,NaN
6,2,6.11,0.216667,0,0,0,0,0,NaN,NaN,NaN
7,1,6.18,0.116667,0,0,0,0,0,NaN,NaN,NaN
8,1,6.24,0.100000,0,0,0,0,0,NaN,NaN,NaN
9,1,6.31,0.116667,0,0,0,0,0,NaN,NaN,NaN
10,1,6.37,0.100000,0,0,0,0,0,NaN,NaN,NaN
12,2,6.50,0.216667,0,0,0,0,0,NaN,NaN,NaN
14,2,6.57,0.116667,0,0,0,0,0,NaN,NaN,NaN
15,1,7.10,0.216667,0,0,0,0,0,NaN,NaN,NaN
16,1,7.30,0.333333,0,0,0,0,0,NaN,NaN,NaN
17,1,7.43,0.216667,0,0,0,0,0,NaN,NaN,NaN
19,2,7.56,0.216667,0,0,0,0,0,NaN,NaN,NaN
20,1,8.02,0.100000,0,0,0,0,0,NaN,NaN,NaN
21,1,8.09,0.116667,0,0,0,0,0,NaN,NaN,NaN
22,1,8.15,0.100000,0,0,0,0,0,NaN,NaN,NaN
23,1,8.22,0.116667,0,0,0,0,0,NaN,NaN,NaN
25,2,8.28,0.100000,0,0,0,0,0,NaN,NaN,NaN
27,2,8.41,0.216667,0,0,0,0,0,NaN,NaN,NaN
28,1,8.54,0.216667,0,0,0,0,0,NaN,NaN,NaN
29,1,9.14,0.333333,0,0,0,0,0,NaN,NaN,NaN
30,1,9.27,0.216667,0,0,0,0,0,NaN,NaN,NaN
32,2,9.40,0.216667,0,0,0,0,0,NaN,NaN,NaN
33,1,9.46,0.100000,0,0,0,0,0,NaN,NaN,NaN
