コンボ数,ノーツ
1,1
2,0
3,0
4,1
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,2
24,2
25,0
26,0
27,0
28,0
29,0
30,2
31,0
32,2
33,0
34,0
35,0
36,0
37,2
38,2
39,0
40,0
41,0
42,0
43,0
44,2
45,2
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,1
55,0
56,0
57,0
58,0
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,1
68,0
69,0
70,0
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,2
82,0
83,0
84,2
85,0
86,0
87,0
88,0
89,2
90,0
91,0
92,2
93,0
94,0
95,0
96,0
97,2
98,0
99,0
100,2
101,0
102,0
103,0
104,0
105,1
106,0
107,0
108,0
109,1
110,0
111,0
112,2
113,0
114,2
115,2
116,0
117,2
118,2
119,0
120,2
121,2
122,0
123,0
124,2
125,0
126,1
127,1
128,1
129,0
130,0
131,0
132,0
133,1
134,0
135,0
136,1
137,1
138,1
139,1
140,0
141,2
142,0
143,2
144,2
145,0
146,2
147,2
148,0
149,0
150,2
151,1
152,0
153,0
154,0
155,0
156,0
157,1
158,0
159,0
160,0
161,1
162,1
163,1
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,2
180,0
181,2
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,2
192,0
193,0
194,2
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,2
215,0
216,2
217,0
218,2
219,2
220,2
221,1
222,1
223,0
224,2
225,2
226,2
227,2
228,0
229,2
230,0
231,0
232,0
233,0
234,0
235,0
236,2
237,0
238,2
239,0
240,2
241,0
242,2
243,0
244,2
245,0
246,0
247,2
248,0
249,0
250,2
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,2
263,2
264,0
265,1
266,1
267,2
268,0
269,0
270,2
271,0
272,2
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,2
281,2
282,2
283,2
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,2
295,2
296,2
297,2
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,2
306,0
307,2
308,0
309,2
310,2
311,2
312,1
313,1
314,0
315,2
316,2
317,2
318,2
319,0
320,2
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,2
334,0
335,2
336,2
337,0
338,2
339,2
340,0
341,2
342,2
343,0
344,2
345,0
346,0
347,0
348,0
349,1
350,0
351,0
352,1
353,1
354,0
355,0
356,1
357,0
358,0
359,1
360,0
361,1
362,1
363,1
364,1
365,0
366,0
367,1
368,0
369,1
370,0
371,1
372,0
373,0
374,0
375,1
376,0
377,0
378,0
379,0
380,2
381,0
382,2
383,0
384,2
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,2
393,0
394,2
395,0
396,2
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,2
405,2
406,0
407,0
408,0
409,0
410,0
411,1
412,1
413,1
414,1
415,0
416,0
417,0
418,0
419,0
420,0
421,1
422,1
423,1
424,1
425,0
426,2
427,0
428,0
429,0
430,0
431,2
432,0
433,0
434,0
435,1
436,1
437,2
438,0
439,2
440,0
441,2
442,0
443,0
444,0
445,0
446,2
447,0
448,0
449,0
450,0
451,2
452,0
453,0
454,0
455,1
456,1
457,2
458,0
459,2
460,0
461,2
462,0
463,0
464,0
465,0
466,2
467,0
468,0
469,0
470,2
471,0
472,0
473,2
474,0
475,1
476,1
477,2
478,2
479,0
480,1
481,1
482,0
483,2
484,0
485,0
486,2
487,0
488,0
489,1
490,2
491,1
492,0
493,2
494,1
495,1
496,0
497,0
498,2
499,0
500,0
501,2
502,0
503,1
504,1
505,2
506,0
507,1
508,1
509,1
510,0
511,1
512,0
513,0
514,0
515,0
516,0
517,0
518,1
519,1
520,1
521,1
522,2
523,0
524,0
525,0
526,0
527,2
528,0
529,0
530,0
531,0
532,1
533,2
534,1
535,0
536,2
537,0
538,0
539,2
540,0
541,0
542,0
543,2
544,0
545,0
546,0
547,0
548,2
549,0
550,0
551,0
552,1
553,2
554,1
555,0
556,2
557,0
558,0
559,2
560,0
561,0
562,0
563,2
564,0
565,0
566,2
567,0
568,0
569,2
570,0
571,0
572,1
573,2
574,1
575,0
576,2
577,1
578,1
579,0
580,0
581,2
582,0
583,0
584,2
585,0
586,1
587,1
588,2
589,2
590,0
591,1
592,1
593,0
594,2
595,0
596,0
597,2
598,0
599,0
600,1
601,2
602,1
603,1
604,0
605,0
606,1
607,1
608,0
609,1
610,1
611,0
612,0
613,1
614,1
