コンボ数,ノーツ
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,1
9,1
10,1
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,2
38,0
39,0
40,0
41,1
42,1
43,1
44,1
45,1
46,0
47,0
48,2
49,0
50,0
51,0
52,0
53,2
54,0
55,0
56,1
57,1
58,1
59,1
60,1
61,0
62,0
63,2
64,0
65,0
66,1
67,1
68,2
69,0
70,2
71,0
72,0
73,0
74,0
75,0
76,0
77,1
78,2
79,0
80,2
81,0
82,0
83,0
84,0
85,0
86,2
87,1
88,2
89,0
90,0
91,0
92,0
93,0
94,0
95,1
96,2
97,1
98,2
99,1
100,1
101,0
102,1
103,1
104,1
105,2
106,1
107,2
108,0
109,0
110,0
111,0
112,0
113,0
114,1
115,2
116,0
117,2
118,0
119,0
120,0
121,0
122,0
123,2
124,1
125,2
126,0
127,0
128,0
129,0
130,0
131,0
132,1
133,2
134,1
135,2
136,1
137,1
138,0
139,1
140,1
141,1
142,2
143,1
144,2
145,0
146,0
147,0
148,0
149,0
150,0
151,1
152,2
153,0
154,2
155,0
156,0
157,0
158,0
159,0
160,2
161,1
162,2
163,0
164,0
165,0
166,0
167,0
168,0
169,1
170,2
171,1
172,2
173,1
174,1
175,0
176,1
177,1
178,1
179,2
180,1
181,2
182,0
183,0
184,0
185,0
186,0
187,0
188,1
189,2
190,0
191,2
192,0
193,0
194,0
195,0
196,0
197,2
198,1
199,2
200,0
201,0
202,0
203,0
204,0
205,0
206,1
207,0
208,1
209,0
210,1
211,0
212,0
213,1
214,0
215,1
216,0
217,1
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,2
226,2
227,0
228,0
229,0
230,0
231,2
232,0
233,2
234,2
235,0
236,2
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,2
252,2
253,0
254,0
255,0
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,0
269,0
270,0
271,0
272,0
273,2
274,0
275,2
276,0
277,0
278,0
279,2
280,0
281,2
282,0
283,0
284,2
285,0
286,2
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,2
300,0
301,2
302,0
303,0
304,0
305,0
306,2
307,2
308,2
309,2
310,1
311,0
312,1
313,0
314,1
315,0
316,0
317,1
318,0
319,1
320,0
321,1
322,2
323,1
324,1
325,2
326,1
327,1
328,2
329,1
330,0
331,2
332,0
333,0
334,0
335,2
336,1
337,1
338,2
339,1
340,1
341,2
342,1
343,0
344,2
345,0
346,0
347,0
348,1
349,2
350,1
351,1
352,2
353,1
354,1
355,2
356,0
357,0
358,2
359,0
360,0
361,1
362,2
363,1
364,1
365,2
366,1
367,1
368,2
369,2
370,2
371,2
372,2
373,2
374,2
375,2
376,1
377,2
378,1
379,2
380,1
381,1
382,2
383,1
384,2
385,2
386,2
387,0
388,2
389,0
390,0
391,0
392,1
393,2
394,1
395,2
396,1
397,1
398,2
399,1
400,2
401,2
402,2
403,0
404,2
405,0
406,0
407,1
408,0
409,0
410,1
411,2
412,1
413,2
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,2
422,0
423,2
424,0
425,0
426,0
427,0
428,0
429,2
430,1
431,2
432,0
433,0
434,0
435,0
436,0
437,0
438,1
439,2
440,1
441,2
442,1
443,1
444,0
445,1
446,1
447,1
448,2
449,1
450,2
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,2
459,0
460,2
461,0
462,0
463,0
464,0
465,0
466,2
467,1
468,2
469,0
470,0
471,0
472,0
473,0
474,0
475,1
476,0
477,1
478,0
479,1
480,0
481,0
482,1
483,0
484,1
485,0
486,1
487,1
488,2
489,2
490,1
