コンボ数,ノーツ
1,2
2,2
3,2
4,2
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,2
14,0
15,2
16,2
17,2
18,2
19,0
20,2
21,0
22,2
23,0
24,2
25,2
26,2
27,2
28,2
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,2
39,2
40,2
41,2
42,0
43,2
44,0
45,2
46,0
47,2
48,2
49,2
50,0
51,2
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,2
63,2
64,2
65,2
66,0
67,2
68,0
69,2
70,0
71,2
72,2
73,2
74,2
75,2
76,0
77,2
78,0
79,2
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,2
89,0
90,2
91,2
92,2
93,2
94,0
95,2
96,0
97,2
98,0
99,2
100,0
101,2
102,2
103,2
104,2
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,1
122,1
123,1
124,0
125,0
126,0
127,0
128,2
129,0
130,2
131,2
132,0
133,0
134,2
135,2
136,0
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,0
149,0
150,2
151,2
152,0
153,2
154,0
155,0
156,0
157,0
158,0
159,1
160,0
161,1
162,1
163,0
164,0
165,0
166,0
167,0
168,1
169,1
170,0
171,1
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,1
187,0
188,1
189,0
190,0
191,1
192,0
193,1
194,1
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,2
226,0
227,0
228,0
229,2
230,0
231,2
232,0
233,0
234,1
235,1
236,1
237,1
238,1
239,1
240,2
241,2
242,0
243,2
244,0
245,2
246,0
247,0
248,2
249,0
250,2
251,0
252,0
253,0
254,2
255,2
256,0
257,0
258,2
259,0
260,2
261,0
262,0
263,0
264,0
265,2
266,0
267,2
268,0
269,0
270,2
271,0
272,2
273,2
274,0
275,2
276,0
277,0
278,0
279,2
280,0
281,2
282,0
283,0
284,2
285,0
286,0
287,2
288,0
289,2
290,2
291,2
292,2
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,0
302,2
303,0
304,2
305,0
306,0
307,2
308,0
309,0
310,2
311,0
312,0
313,2
314,0
315,0
316,2
317,0
318,0
319,2
320,0
321,2
322,0
323,0
324,0
325,2
326,0
327,2
328,0
329,2
330,0
331,0
332,0
333,0
334,0
335,0
336,2
337,0
338,2
339,2
340,2
341,2
342,0
343,2
344,2
345,0
346,2
347,2
348,0
349,2
350,0
351,0
352,0
353,0
354,0
355,0
356,1
357,1
358,1
359,1
360,1
361,1
362,2
363,0
364,2
365,0
366,0
367,0
368,0
369,2
370,0
371,0
372,2
373,2
374,0
375,0
376,2
377,2
378,0
379,0
380,2
381,1
382,1
383,1
384,1
385,1
386,1
387,2
388,0
389,0
390,0
391,0
392,0
393,2
394,2
395,0
396,1
397,1
398,1
399,1
400,1
401,1
402,2
403,1
